,id,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_use_background_image,profile_background_image_url_https,profile_image_url_https,profile_background_tile,profile_background_image_url,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following_x,ff_ratio,age,following_rate,tweet_rate,mobile_ratio,website_ratio,third_ratio,other_ratio,pagerank,eigenvector,bidirectional_links,reputaion,url_ratio,url_unique_ratio,hashtag_ratio,username_ratio,username_unique_ratio,similarity_ratio_1,similarity_ratio_2,tweet_time_sum,tweet_time_mean,tweet_time_max,tweet_time_min,no_tweet,label,label_model
10,3203249045,27,18,1042,21,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,0,57.88888889,753.0,1.383798141,1.086956522,0.0,1.0,0.0,0.0,4.68e-07,0.0,0.000949668,0.016806723,0.28,0.12,0.45,1.0,2.0,0.210884353741,0.0429382599861,19857699.0,827404.125,6751987.0,1869.0,0,fake_users,Fake
11,2573584507,2598,27,546,2300,37,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,24,0,0,20.22222222,1065.0,0.512676056,17.79861111,0.0,1.0,0.0,0.0,6.88e-07,0.0,0.0,0.044481054,0.085,0.015,0.5,1.0,0.075,0.194591045681,0.00639396386557,4501267.0,22619.43216,3772050.0,9.0,0,fake_users,Fake
12,2249386086,1111,117,1194,925,12,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,23,0,0,10.20512821,1248.0,0.956730769,8.669291339,0.0,1.0,0.0,0.0,2.88e-06,0.0,0.003292181,0.088522131,0.085,0.005,0.75,0.95,0.085,0.189959489822,0.00790180771227,15035217.0,75553.85427,6296811.0,8.0,0,fake_users,Fake
13,3258132036,846,20,673,777,21,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,16,0,0,33.65,690.0,0.975362319,13.62295082,0.0,1.0,0.0,0.0,4.92e-07,0.0,0.001494768,0.029027576,0.09,0.005,0.6,1.0,0.115,0.209142661242,0.00539632787361,13319656.0,66932.94472,7742892.0,6.0,0,fake_users,Fake
14,2594225119,929,28,724,886,4,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,29,0,0,25.85714286,1053.0,0.687559354,-1.0,-1.0,-1.0,-1.0,-1.0,7.12e-07,0.0,0.0,0.032467532,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,fake_users,Fake
15,3173768984,27,25,1088,11,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,14,0,0,43.52,753.0,1.444887118,-1.0,-1.0,-1.0,-1.0,-1.0,6.39e-07,0.0,0.001823154,0.02228164,0.37037037037,0.111111111111,0.3,1.0,1.48148148148,0.156850961538,0.0275195883311,11787148.0,453351.8462,1561398.0,19349.0,0,fake_users,Fake
16,2776574759,1277,21,691,1184,23,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,21,0,0,32.9047619,971.0,0.711637487,-1.0,-1.0,-1.0,-1.0,-1.0,5.41e-07,0.0,0.001420455,0.03030303,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,fake_users,Fake
17,2342412056,1312,20,657,1154,15,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,13,0,0,32.85,1189.0,0.552565181,11.81481481,0.0,1.0,0.0,0.0,5.17e-07,0.0,0.004504505,0.030567686,0.085,0.015,0.55,1.0,0.115,0.202696250981,0.0073660149298,6919826.0,34772.99497,2312687.0,11.0,0,fake_users,Fake
18,3204980578,54,15,1067,60,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,4,0,0,71.13333333,753.0,1.416998672,1.5,0.0,1.0,0.0,0.0,3.95e-07,0.0,0.00280112,0.013812155,0.156862745098,0.0588235294118,0.45,1.0,0.843137254902,0.165543859649,0.0299218255034,18246202.0,364924.04,3535992.0,8.0,0,fake_users,Fake
19,3346615941,30,13,865,18,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,23,0,0,66.53846154,691.0,1.251808973,1.181818182,0.0,1.0,0.0,0.0,3.46e-07,0.0,0.004550626,0.014573991,0.423076923077,0.0769230769231,0.25,1.0,1.19230769231,0.145802047782,0.0852966734049,9674930.0,386997.2,1422130.0,6514.0,0,fake_users,Fake
20,3356721047,321,12,705,277,4,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,18,0,0,58.75,684.0,1.030701754,10.35714286,0.0,1.0,0.0,0.0,3.22e-07,0.0,0.0,0.015873016,0.085,0.005,0.45,0.95,0.1,0.187173117331,0.0147372653325,34629649.0,174018.3367,9256444.0,16.0,0,fake_users,Fake
21,2381432557,16,17,389,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,4,0,0,22.88235294,1164.0,0.33419244,-1.0,-1.0,-1.0,-1.0,-1.0,4.19e-07,0.0,0.002487562,0.035971223,0.588235294118,0.176470588235,0.352941176471,0.705882352941,1.05882352941,0.0849358974359,0.00116260208094,36878977.0,2304936.063,21864539.0,16.0,0,fake_users,Fake
22,2563024921,1022,24,399,912,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,12,0,0,16.625,1070.0,0.372897196,16.0952381,0.0,1.0,0.0,0.0,5.41e-07,0.0,0.0,0.048611111,0.07,0.015,0.65,1.0,0.14,0.19521623125,0.00917184326543,2577916.0,12954.35176,1467683.0,9.0,0,fake_users,Fake
23,3250959151,1504,56,710,1296,25,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,24,0,0,12.67857143,697.0,1.018651363,12.25210084,0.0,1.0,0.0,0.0,1.47e-06,0.0,0.001381215,0.072983355,0.075,0.005,0.55,0.9,0.1,0.18664693273,0.00827147064399,11756398.0,59077.37688,4580901.0,8.0,0,fake_users,Fake
24,2519097283,1256,23,617,1163,18,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,0,26.82608696,1089.0,0.566574839,11.36792453,0.0,1.0,0.0,0.0,5.9e-07,0.0,0.0,0.035060976,0.085,0.01,0.45,1.0,0.175,0.181896973698,0.00712016468809,28172334.0,141569.5176,6985521.0,2.0,0,fake_users,Fake
25,3359775701,2408,29,875,2125,39,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,14,0,0,30.17241379,682.0,1.282991202,16.55862069,0.0,1.0,0.0,0.0,7.36e-07,0.0,0.003378378,0.030567686,0.055,0.01,0.7,0.95,0.165,0.190779875609,0.00628832018935,13958021.0,70140.80905,8594953.0,8.0,0,fake_users,Fake
26,3334542921,35,8,930,28,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,19,0,0,116.25,698.0,1.332378224,1.206896552,0.0,1.0,0.0,0.0,2.48e-07,0.0,0.004232804,0.008394544,0.4,0.0857142857143,0.25,1.0,0.742857142857,0.167639574914,0.0475973325697,14297096.0,420502.8235,2917316.0,1115.0,0,fake_users,Fake
27,3205647855,64,21,1106,60,3,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,23,0,0,52.66666667,753.0,1.468791501,1.333333333,0.0,1.0,0.0,0.0,5.41e-07,0.0,0.004401408,0.018150389,0.1875,0.03125,0.5,1.0,0.46875,0.173565157216,0.0319745836384,19434536.0,308484.6984,2225285.0,6.0,0,fake_users,Fake
28,2409431970,1550,28,1201,1395,19,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,22,0,0,42.89285714,1150.0,1.044347826,10.28472222,0.0,1.0,0.0,0.0,7.12e-07,0.0,0.008237232,0.023330652,0.07,0.01,0.4,1.0,0.14,0.189081967447,0.00636477371334,12983050.0,65241.45729,4413211.0,9.0,0,fake_users,Fake
29,2982639281,11,7,349,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,23,0,0,49.85714286,851.0,0.410105758,-1.0,-1.0,-1.0,-1.0,-1.0,2e-07,0.0,0.002808989,0.019283747,0.454545454545,0.0909090909091,0.272727272727,0.545454545455,0.545454545455,0.108928571429,0.00608176007278,38812034.0,3881203.4,26825082.0,24.0,0,fake_users,Fake
30,702816906730934272,1493,41,440,1335,17,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,13,0,0,10.73170732,447.0,0.984340045,13.64166667,0.0,1.0,0.0,0.0,9.56e-07,0.0,0.0,0.076612903,0.09,0.005,0.35,1.0,0.09,0.183817785013,0.00678582208797,1415336.0,7112.241206,136412.0,8.0,0,fake_users,Fake
31,3205320328,67,17,1200,68,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,12,0,0,70.58823529,753.0,1.593625498,1.763157895,0.0,1.0,0.0,0.0,4.68e-07,0.0,0.0,0.014527845,0.119402985075,0.044776119403,0.6,1.0,0.492537313433,0.191635178188,0.0334179190012,19427262.0,294352.4545,4555925.0,6.0,0,fake_users,Fake
32,3183319706,166,25,995,108,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,39.8,746.0,1.333780161,-1.0,-1.0,-1.0,-1.0,-1.0,6.39e-07,0.0,0.001968504,0.024952015,0.0858895705521,0.0122699386503,0.35,1.0,0.128834355828,0.169466302063,0.00817165971447,50153526.0,309589.6667,13962487.0,18.0,0,fake_users,Fake
33,2558509554,38,17,602,14,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,0,35.41176471,1072.0,0.561567164,6.727272727,0.0,1.0,0.0,0.0,4.44e-07,0.0,0.001644737,0.0272,0.09,0.015,0.4,0.95,0.07,0.193967580566,0.00757517946051,26921854.0,135285.6985,7354077.0,9.0,0,fake_users,Fake
34,3207329248,645,27,1200,465,4,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,25,0,0,44.44444444,753.0,1.593625498,8.55,0.0,1.0,0.0,0.0,7.36e-07,0.0,0.005775578,0.024939662,0.05,0.005,0.7,1.0,0.085,0.185419166126,0.0073499750993,1121738.0,5636.874372,70534.0,8.0,0,fake_users,Fake
35,3352226752,116,8,431,81,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,53.875,687.0,0.627365357,5.0,0.0,1.0,0.0,0.0,2.97e-07,0.0,0.0,0.024444444,0.147826086957,0.00869565217391,0.55,0.95,0.15652173913,0.169429985219,0.00745509043117,34337638.0,301207.3509,12320625.0,19.0,0,fake_users,Fake
36,2397183571,1227,17,664,1075,11,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,3,0,0,39.05882353,1155.0,0.574891775,11.83,0.0,1.0,0.0,0.0,4.92e-07,0.0,0.001422475,0.026315789,0.08,0.015,0.45,1.0,0.075,0.195214483011,0.00812670128308,2781451.0,13977.1407,1936350.0,9.0,0,fake_users,Fake
37,2394739177,549,196,1194,446,8,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,19,0,0,6.091836735,1157.0,1.031979257,6.247058824,0.0,1.0,0.0,0.0,4.81e-06,0.0,0.002475248,0.138592751,0.08,0.005,0.2,1.0,0.19,0.181140999113,0.060025521724,49484738.0,248667.0251,10154270.0,8.0,0,fake_users,Fake
38,3437529573,17,19,810,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,9,0,0,42.63157895,632.0,1.28164557,1.0625,0.0,1.0,0.0,0.0,4.68e-07,0.0,0.003658537,0.023809524,0.588235294118,0.0588235294118,0.352941176471,0.823529411765,1.29411764706,0.156901041667,0.00376610311918,34327684.0,2145480.25,8776572.0,42.0,0,fake_users,Fake
39,3439019733,1806,28,675,1609,13,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,24.10714286,631.0,1.069730586,11.57333333,0.0,1.0,0.0,0.0,6.88e-07,0.0,0.001459854,0.037921348,0.085,0.005,0.55,1.0,0.12,0.184817633852,0.00741388111463,1590081.0,7990.356784,692648.0,2.0,0,fake_users,Fake
40,2825384313,377,17,690,281,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5,0,0,40.58823529,948.0,0.727848101,-1.0,-1.0,-1.0,-1.0,-1.0,4.19e-07,0.0,0.0,0.023743017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,fake_users,Fake
41,3171975138,36,23,1062,18,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,23,0,0,46.17391304,753.0,1.410358566,-1.0,-1.0,-1.0,-1.0,-1.0,5.9e-07,0.0,0.001858736,0.020928116,0.4,0.114285714286,0.35,1.0,1.4,0.18779227172,0.0213110100669,19438769.0,571728.5,6969232.0,17248.0,0,fake_users,Fake
42,3347164013,768,30,821,604,8,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,18,0,0,27.36666667,690.0,1.189855072,8.315217391,0.0,1.0,0.0,0.0,7.61e-07,0.0,0.002366864,0.035388128,0.04,0.005,0.45,0.9,0.095,0.205758340203,0.00565154661548,11412962.0,57351.56784,7991405.0,8.0,0,fake_users,Fake
43,2595268016,1202,15,499,1114,17,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,18,0,0,33.26666667,1053.0,0.473884141,-1.0,-1.0,-1.0,-1.0,-1.0,3.95e-07,0.0,0.0,0.028957529,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,fake_users,Fake
44,705765857960599554,2332,22,575,2109,26,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,13,0,0,26.13636364,439.0,1.309794989,17.875,0.0,1.0,0.0,0.0,5.41e-07,0.0,0.0,0.034539474,0.065,0.005,0.7,1.0,0.175,0.207026379161,0.00830961609567,4820341.0,24222.8191,1424407.0,9.0,0,fake_users,Fake
45,1237363393,22,25,377,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,23,0,0,15.08,1536.0,0.245442708,1.75,0.0,1.0,0.0,0.0,6.39e-07,0.0,0.005063291,0.05952381,0.285714285714,0.047619047619,0.25,0.35,0.571428571429,0.118695652174,0.00499900875986,28051646.0,1402582.3,20491774.0,18.0,0,fake_users,Fake
46,2688986011,682,21,595,620,17,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,9,0,0,28.33333333,1023.0,0.581622678,10.13636364,0.0,1.0,0.0,0.0,5.17e-07,0.0,0.001636661,0.031695721,0.075,0.015,0.55,1.0,0.1,0.203295980507,0.00690537384279,10472385.0,52625.05025,9440160.0,6.0,0,fake_users,Fake
47,3330290453,17,17,1033,15,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,18,0,0,60.76470588,701.0,1.47360913,1.133333333,0.0,1.0,0.0,0.0,4.44e-07,0.0,0.001845018,0.014545455,0.294117647059,0.235294117647,0.588235294118,1.0,1.70588235294,0.157894736842,0.0105762779177,10823952.0,676497.0,2706201.0,43331.0,0,fake_users,Fake
48,3302504193,0,5,716,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,22,0,0,143.2,719.0,0.995827538,-1.0,-1.0,-1.0,-1.0,-1.0,1.51e-07,0.0,0.001364256,0.006775068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,fake_users,Fake
49,3346345227,1391,25,609,1258,7,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,0,24.36,691.0,0.881331404,12.60747664,0.0,1.0,0.0,0.0,6.63e-07,0.0,0.001594896,0.038343558,0.06,0.005,0.4,1.0,0.19,0.1898004704,0.00634994284316,1214546.0,6103.246231,75190.0,6.0,0,fake_users,Fake
50,1311456667,22053,542,464,23617,6,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,8,0,0,0.856088561,1511.0,0.307081403,11.43165468,0.0,0.011327879,0.0,0.988672121,3.75e-08,5.68e-05,0.559912854,0.54008016,0.03,0.005,0.05,0.5,0.05,0.168626839337,0.00800993508619,4947569.0,24862.15578,300311.0,4.0,0,genuine,Genuine
51,2887479128,8022,208,418,10961,2,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,16,0,0,2.009615385,927.0,0.450916936,-1.0,-1.0,-1.0,-1.0,-1.0,5.15e-06,0.0,0.179723502,0.328173375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,genuine,Genuine
52,548855295,6611,623,553,22248,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,8,0,0,0.887640449,1865.0,0.296514745,4.935185185,0.0,0.005315822,0.0,0.994684178,5.42e-08,0.00011369,0.654054054,0.530456853,0.08,0.015,0.25,1.0,0.12,0.172195172755,0.0129382261049,28590788.0,143672.3015,1050856.0,17.0,0,genuine,Genuine
53,2398614422,9608,916,786,15954,5,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,9,0,0,0.858078603,1154.0,0.681109185,8.831932773,0.0,0.166825246,0.0,0.833174754,2.24e-05,0.0,0.885350318,0.539048738,0.065,0.005,0.0,0.9,0.085,0.161873695965,0.00699573920159,2254707.0,11330.18593,143276.0,4.0,0,genuine,Genuine
54,26203719,40734,526,625,4548,8,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,4,0,0,1.188212928,2976.0,0.210013441,6.277886497,0.946072319,0.006546135,0.0,0.047381546,2.12e-07,0.001147337,0.548489666,0.457758621,0.005,0.005,0.05,0.7,0.04,0.0851366037898,0.0105382468924,5647358.0,28378.68342,253449.0,0.0,0,genuine,Genuine
55,232804792,66333,1504,2080,0,8,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,30,0,0,1.382978723,2328.0,0.89347079,24.01492537,0.0,0.0,0.0,1.0,3.76e-05,0.0,0.718283582,0.418497423,0.0,0.0,0.0,0.1,0.01,0.17825918723,0.0779269296357,802814.0,4034.241206,82128.0,57.0,0,genuine,Genuine
56,219404734,3053,61,65,2200,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,9,0,0,1.06557377,2366.0,0.027472527,2.696728559,0.0,0.316065574,0.0,0.683934426,1.54e-06,0.0,0.529411765,0.480916031,0.035,0.005,0.25,0.95,0.08,0.151984804405,0.00643943872924,22641498.0,113776.3719,1422031.0,3.0,0,genuine,Genuine
57,43136801,24480,546,352,7261,7,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,4,0,0,0.644688645,2911.0,0.120920646,4.383265857,0.0,0.104987685,0.000923645,0.89408867,1.36e-05,0.0,0.62745098,0.60898138,0.005,0.005,0.05,0.65,0.04,0.054268445777,0.0157380124992,8410477.0,42263.70352,475395.0,9.0,0,genuine,Genuine
58,162018954,16828,410,1293,5042,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,3.153658537,2511.0,0.514934289,6.719148936,0.378087397,0.619062698,0.0,0.002849905,1.01e-05,0.0,0.254250386,0.241055718,0.02,0.005,0.0,0.3,0.01,0.112128534646,0.00415662235547,8551386.0,42971.78894,763674.0,4.0,0,genuine,Genuine
59,22710614,14,0,4,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1000000.0,2996.0,0.001335113,1.076923077,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.142857142857,0.142857142857,0.0714285714286,0.207547169811,0.0958207461409,119950061.0,9226927.769,44237464.0,459.0,0,genuine,Genuine
60,119065059,508,317,479,4,11,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,0,0,1.511041009,2633.0,0.181921762,1.891791045,0.0,0.175542406,0.0,0.824457594,7.89e-06,0.0,0.218181818,0.394124847,0.04,0.015,0.4,0.65,0.075,0.117186753746,0.0708147088179,155917352.0,783504.2814,29461167.0,0.0,0,genuine,Genuine
61,532556025,27767,1202,774,4020,10,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,20,0,0,0.643926789,1883.0,0.411046203,5.953358209,0.5656534,0.323409589,0.0,0.11093701,2.96e-05,0.0,0.603626943,0.610887097,0.07,0.005,0.55,0.95,0.105,0.108122598124,0.015172815542,49685560.0,249676.1809,7668444.0,12.0,0,genuine,Genuine
62,2312903347,1042,44,49,191,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,10,0,0,1.113636364,1206.0,0.040630182,2.45971564,0.315992293,0.532755299,0.0,0.151252408,1.1e-06,0.0,0.632653061,0.47311828,0.045,0.005,0.15,0.4,0.02,0.130015867637,0.0145121210912,62774902.0,315451.7688,7083120.0,9.0,0,genuine,Genuine
63,446546808,38429,2563,1156,9200,29,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,25,0,0,0.451033945,1970.0,0.58680203,8.78746594,0.982325581,0.005891473,0.0,0.011782946,6.28e-05,0.0,0.563307494,0.68907338,0.035,0.005,0.35,0.95,0.06,0.153915597571,0.0187176835604,9831895.0,49406.50754,1411929.0,8.0,0,genuine,Genuine
64,3146523464,1006,300,188,4630,3,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0.626666667,769.0,0.244473342,-1.0,-1.0,-1.0,-1.0,-1.0,7.37e-06,0.0,0.387096774,0.617283951,0.035,0.005,0.0,0.55,0.05,0.0943914361625,0.00985185087913,9149027.0,45975.01005,268055.0,10.0,0,genuine,Genuine
65,1395374546,892,226,327,3599,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,6,0,0,1.446902655,1477.0,0.221394719,2.246753247,0.053179191,0.0,0.0,0.946820809,5.67e-06,0.0,0.430267062,0.411867365,0.04,0.005,0.05,0.95,0.08,0.171884710911,0.0125876722191,19578361.0,98383.72362,1269481.0,1.0,0,genuine,Genuine
66,46695342,4316,302,126,1059,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,8,0,0,0.417218543,2896.0,0.043508287,3.055984556,0.038218572,0.015161087,0.0,0.946620341,7.42e-06,0.0,0.603174603,0.705607477,0.06,0.005,0.05,0.75,0.08,0.111019859255,0.00775797405896,7197274.0,36167.20603,263223.0,2.0,0,genuine,Genuine
67,19849696,6019,1469,2034,440,60,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,13,0,0,1.384615385,3027.0,0.671952428,3.064454976,0.040519641,0.83173523,0.0,0.127745128,3.61e-05,0.0,0.43045388,0.418558456,0.045,0.005,0.05,0.7,0.08,0.136156602043,0.014286547582,14148591.0,71098.44724,525691.0,22.0,0,genuine,Genuine
68,70797051,10658,3345,1296,18356,6,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,4,0,0,0.387443946,2815.0,0.460390764,3.03030303,0.0,0.035,0.0,0.965,4.95e-08,0.000106033,0.994598765,0.722662101,0.08,0.005,0.05,0.8,0.1,0.146046276765,0.00870758282165,6286378.0,31589.8392,246058.0,3.0,0,genuine,Genuine
69,21388359,1739,48,211,1480,4,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,23,0,0,4.395833333,3008.0,0.070146277,2.247104247,0.0,0.104810997,0.0,0.895189003,1.18e-06,0.0,0.071428571,0.186046512,0.01,0.005,0.55,0.35,0.03,0.118904698301,0.0078032786309,37413805.0,188009.0704,2147423.0,6.0,0,genuine,Genuine
70,986137579,15327,774,655,11385,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0.84625323,1626.0,0.402829028,6.799568966,0.001584786,0.002852615,0.0,0.995562599,1.89e-05,0.0,0.755319149,0.540502793,0.04,0.005,0.0,0.7,0.06,0.0918817281154,0.0165251213747,13336594.0,67018.0603,6634512.0,2.0,0,genuine,Genuine
