,id,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_use_background_image,profile_background_image_url_https,profile_image_url_https,profile_background_tile,profile_background_image_url,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following_x,ff_ratio,age,following_rate,tweet_rate,mobile_ratio,website_ratio,third_ratio,other_ratio,label
39,3439019733,1806,28,675,1609,13,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,24.10714286,631,1.069730586,11.57333333,0,1,0,0,fake_users
40,2825384313,377,17,690,281,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5,0,0,40.58823529,948,0.727848101,None,No tweets,No tweets,No tweets,No tweets,fake_users
41,3171975138,36,23,1062,18,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,23,0,0,46.17391304,753,1.410358566,None,No tweets,No tweets,No tweets,No tweets,fake_users
42,3347164013,768,30,821,604,8,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,18,0,0,27.36666667,690,1.189855072,8.315217391,0,1,0,0,fake_users
43,2595268016,1202,15,499,1114,17,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,18,0,0,33.26666667,1053,0.473884141,None,No tweets,No tweets,No tweets,No tweets,fake_users
44,7.05766E+17,2332,22,575,2109,26,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,13,0,0,26.13636364,439,1.309794989,17.875,0,1,0,0,fake_users
45,1237363393,22,25,377,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,23,0,0,15.08,1536,0.245442708,1.75,0,1,0,0,fake_users
46,2688986011,682,21,595,620,17,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,9,0,0,28.33333333,1023,0.581622678,10.13636364,0,1,0,0,fake_users
47,3330290453,17,17,1033,15,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,18,0,0,60.76470588,701,1.47360913,1.133333333,0,1,0,0,fake_users
48,3302504193,0,5,716,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,22,0,0,143.2,719,0.995827538,None,No tweets,No tweets,No tweets,No tweets,fake_users
49,3346345227,1391,25,609,1258,7,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,0,24.36,691,0.881331404,12.60747664,0,1,0,0,fake_users
50,1311456667,22053,542,464,23617,6,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,8,0,0,0.856088561,1511,0.307081403,11.43165468,0,0.011327879,0,0.988672121,genuine
51,2887479128,8022,208,418,10961,2,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,16,0,0,2.009615385,927,0.450916936,None,No tweets,No tweets,No tweets,No tweets,genuine
52,548855295,6611,623,553,22248,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,8,0,0,0.887640449,1865,0.296514745,4.935185185,0,0.005315822,0,0.994684178,genuine
53,2398614422,9608,916,786,15954,5,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,9,0,0,0.858078603,1154,0.681109185,8.831932773,0,0.166825246,0,0.833174754,genuine
54,26203719,40734,526,625,4548,8,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,4,0,0,1.188212928,2976,0.210013441,6.277886497,0.946072319,0.006546135,0,0.047381546,genuine
55,232804792,66333,1504,2080,0,8,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,30,0,0,1.382978723,2328,0.89347079,24.01492537,0,0,0,1,genuine
56,219404734,3053,61,65,2200,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,9,0,0,1.06557377,2366,0.027472527,2.696728559,0,0.316065574,0,0.683934426,genuine
57,43136801,24480,546,352,7261,7,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,4,0,0,0.644688645,2911,0.120920646,4.383265857,0,0.104987685,0.000923645,0.89408867,genuine
58,162018954,16828,410,1293,5042,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,3.153658537,2511,0.514934289,6.719148936,0.378087397,0.619062698,0,0.002849905,genuine
59,22710614,14,0,4,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,inf,2996,0.001335113,1.076923077,0,1,0,0,genuine
60,119065059,508,317,479,4,11,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,0,0,1.511041009,2633,0.181921762,1.891791045,0,0.175542406,0,0.824457594,genuine
61,532556025,27767,1202,774,4020,10,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,20,0,0,0.643926789,1883,0.411046203,5.953358209,0.5656534,0.323409589,0,0.11093701,genuine
62,2312903347,1042,44,49,191,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,10,0,0,1.113636364,1206,0.040630182,2.45971564,0.315992293,0.532755299,0,0.151252408,genuine
63,446546808,38429,2563,1156,9200,29,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,25,0,0,0.451033945,1970,0.58680203,8.78746594,0.982325581,0.005891473,0,0.011782946,genuine
64,3146523464,1006,300,188,4630,3,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0.626666667,769,0.244473342,None,No tweets,No tweets,No tweets,No tweets,genuine
65,1395374546,892,226,327,3599,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,6,0,0,1.446902655,1477,0.221394719,2.246753247,0.053179191,0,0,0.946820809,genuine
66,46695342,4316,302,126,1059,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,8,0,0,0.417218543,2896,0.043508287,3.055984556,0.038218572,0.015161087,0,0.946620341,genuine
67,19849696,6019,1469,2034,440,60,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,13,0,0,1.384615385,3027,0.671952428,3.064454976,0.040519641,0.83173523,0,0.127745128,genuine
68,70797051,10658,3345,1296,18356,6,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,4,0,0,0.387443946,2815,0.460390764,3.03030303,0,0.035,0,0.965,genuine
69,21388359,1739,48,211,1480,4,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,23,0,0,4.395833333,3008,0.070146277,2.247104247,0,0.104810997,0,0.895189003,genuine
70,986137579,15327,774,655,11385,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0.84625323,1626,0.402829028,6.799568966,0.001584786,0.002852615,0,0.995562599,genuine
71,406828178,3097,64,549,389,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,10,0,0,8.578125,2018,0.272051536,5.163299663,0.107270949,0.235735246,0,0.656993805,genuine
72,3035191778,1,192,451,634,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,2.348958333,816,0.552696078,None,No tweets,No tweets,No tweets,No tweets,genuine
73,54125633,58927,1850,723,30341,14,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,13,0,0,0.390810811,2872,0.251740947,24.74615385,0,0.023313646,0,0.976686354,genuine
74,119702452,5968,9296,2171,885,322,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,24,0,0,0.233541308,2631,0.825161536,3.170588235,0,0.917130489,0,0.082869511,genuine
75,67253599,3873,405,485,41,19,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,19,0,0,1.197530864,2827,0.171559958,1.234567901,0.235,0.15,0,0.615,genuine
76,48357793,2260,148,191,13,4,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,10,0,0,1.290540541,2890,0.066089965,1.859120521,0.363994744,0.047306176,0,0.58869908,genuine
77,625400643,5627,29,51,5644,6,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,17,0,0,1.75862069,1779,0.028667791,8.239690722,0.875586121,0.105658018,0,0.018755861,genuine
78,237378862,17371,560,533,2778,3,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,8,0,0,0.951785714,2317,0.230038843,5.564013841,0,0,0,1,genuine
79,376585827,4719,218,459,975,7,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,24,0,0,2.105504587,2066,0.222168441,3.907878788,0.007133995,0.064205955,0,0.92866005,genuine
80,401575582,19329,589,297,0,10,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0.504244482,2026,0.146594274,5.692307692,0.374921433,0.119421747,0.503456945,0.002199874,genuine
81,573300206,14184,2822,1222,1414,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,6,0,0,0.433026223,1836,0.665577342,6.641509434,0.012626263,0.661616162,0,0.325757576,genuine
82,29293281,136123,3539,724,8798,70,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,5,0,0,0.204577564,2963,0.244346946,44.23611111,0,0.00188383,0,0.99811617,genuine
83,80000814,12789,243,403,8179,19,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,0,1.658436214,2781,0.144911902,5.207815275,0.581514325,0.415075034,0,0.003410641,genuine
84,40247721,13459,394,550,190,9,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,18,0,0,1.395939086,2924,0.188098495,4.570391872,0,0.168307399,0,0.831692601,genuine
85,783425629,68560,574,158,37559,8,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,7,0,0,0.275261324,1725,0.091594203,28.13274336,0,0,0,1,genuine
86,129586152,198,158,244,9,5,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,15,0,0,1.544303797,2600,0.093846154,1.192771084,0.318181818,0.358585859,0,0.323232323,genuine
87,372841412,56739,421,275,4171,5,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,21,0,0,0.653206651,2073,0.132657984,16.71276596,0,0.004774029,0,0.995225971,genuine
88,83585169,919,293,191,1113,13,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,12,0,0,0.651877133,2767,0.069027828,1.802734375,0,0.084507042,0,0.915492958,genuine
89,58789772,1398,230,390,155,3,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,17,0,0,1.695652174,2857,0.136506825,1.818181818,0.295,0.655,0,0.05,genuine
90,282427769,18145,625,497,4923,5,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,7,0,0,0.7952,2224,0.223471223,6.379241517,0,0,0,1,genuine
91,2630889296,106,167,258,4159,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1.54491018,1040,0.248076923,1.157894737,0,0,0,1,genuine
92,225241810,14170,333,441,17664,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1.324324324,2349,0.187739464,8.080519481,0.996142719,0,0,0.003857281,genuine
93,125541841,10457,128,476,169,6,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,13,0,0,3.71875,2612,0.182235835,5.910420475,0.401793999,0.00061862,0,0.59758738,genuine
94,701942407,2298,64,52,544,7,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,9,0,0,0.8125,1765,0.029461756,3.489583333,0.349680171,0.163752665,0,0.486567164,genuine
95,116356889,115569,35417,25,30793,245,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,27,0,0,0.000705876,2641,0.009466111,29.75925926,0.089296826,0.225264468,0,0.685438706,genuine
96,7004532,171523,98994,336,80393,2012,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,26,0,0,0.003394145,3618,0.092868988,98.18181818,0,1,0,0,genuine
97,2425786212,12820,432,40,3219,3,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,19,0,0,0.092592593,1140,0.035087719,7.6152019,0.96132252,0.000311915,0,0.038365565,genuine
98,8711952,940,195,325,78,5,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,4,0,0,1.666666667,3540,0.09180791,1.453004623,0,0.577942736,0.008483563,0.413573701,genuine
99,107719682,36938,372,415,7836,5,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,19,0,0,1.115591398,2671,0.15537252,60.1509434,0.843671679,0.153822055,0,0.002506266,genuine
100,17436585,155621,4850,1476,22728,288,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,7,0,0,0.304329897,3103,0.475668708,77,0,0.625541126,0,0.374458874,genuine
101,1727495887,2777,185,116,731,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0.627027027,1351,0.085862324,3.225921522,0,0.009952083,0,0.990047917,genuine
102,785080,2363,1211,1076,19076,61,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,23,0,0,0.888521883,3738,0.287854468,11.88796681,0,0.268318214,0,0.731681786,genuine
103,771812148,6837,336,99,3865,12,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,8,0,0,0.294642857,1730,0.057225434,3.664739884,0.311908517,0.53115142,0,0.156940063,genuine
104,202355526,17233,947,2039,6044,25,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,28,0,0,2.1531151,2408,0.846760797,9.725806452,0,0.001325381,0,0.998674619,genuine
105,714301764,13001,241,304,874,8,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,3,0,0,1.261410788,1758,0.172923777,6.274900398,0.655238095,0.029206349,0,0.315555556,genuine
106,2568431617,5778,300,348,1380,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,0,1.16,1067,0.326148079,8.448087432,0,0,0,1,genuine
107,474152548,20956,1204,1412,11224,16,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,19,0,0,1.172757475,1939,0.728210418,6.255905512,0.615481435,0.276903713,0,0.107614852,genuine
108,28140565,26196,462,589,1721,7,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,8,0,0,1.274891775,2968,0.198450135,8.130434783,0,0.036804026,0,0.963195974,genuine
109,293212315,1874,241,197,2247,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,3,0,0,0.817427386,2205,0.089342404,3.329044118,0,0.023743788,0,0.976256212,genuine
110,1566113330,3631,547,332,1332,2,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,5,0,0,0.606946984,1414,0.234794908,3.993630573,0.164912281,0,0,0.835087719,genuine
111,2242993111,49058,397,192,3050,8,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,10,0,0,0.483627204,1252,0.153354633,17.97093023,0,0,0,1,genuine
112,110087402,14541,355,155,1080,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,8,0,0,0.436619718,2663,0.058205032,12.5234375,0.014348097,0.004366812,0,0.98128509,genuine
113,22437649,9989,2979,5000,26611,44,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,9,0,0,1.678415576,2998,1.667778519,4.773472429,0,0.001873244,0,0.998126756,genuine
114,6134312,1567,181,200,6,8,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,29,0,0,1.104972376,3652,0.054764513,1.784580499,0,0.221728081,0.003811944,0.774459975,genuine
115,1662017995,11966,338,266,10268,2,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0.786982249,1375,0.193454545,4.773211568,0,0,0,1,genuine
116,44850701,8486,73,34,20,3,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0.465753425,2903,0.011712022,3.877088305,0.466605109,0.022468452,0,0.510926439,genuine
117,708043502,11722,427,371,10373,3,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0.868852459,1761,0.210675752,5.541366906,0.101590393,0.052580331,0,0.845829276,genuine
118,2604252163,1343,432,743,6933,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,22,0,0,1.719907407,1048,0.708969466,4.74368231,0.047945205,0.03348554,0,0.918569254,genuine
119,292928265,1062,70,367,1154,6,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,28,0,0,5.242857143,2205,0.166439909,2.505694761,0.129090909,0.04,0,0.830909091,genuine
120,43289403,8145,488,583,1032,44,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,21,0,0,1.194672131,2910,0.200343643,5.476923077,0.089263421,0.535892634,0,0.374843945,genuine
121,1124364168,4522,1123,527,488,65,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,20,0,0,0.469278718,1571,0.335455124,7.223476298,0.6565625,0.343125,0,0.0003125,genuine
122,231957917,84962,2663,1300,10642,60,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,12,0,0,0.488171235,2331,0.557700558,17.99428571,0,0,0,1,genuine
123,73237856,217,224,720,59,2,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,3.214285714,2806,0.256593015,1.674418605,0.226851852,0.013888889,0,0.759259259,genuine
124,312299420,8159,391,604,362,5,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,3,0,0,1.544757033,2172,0.278084715,4.080976864,0,0,0,1,genuine
125,15455450,186,269,551,268,9,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,2,0,0,2.048327138,3227,0.170746824,1.788461538,0,0.357894737,0,0.642105263,genuine
126,2574860244,83385,654,1669,26191,115,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,11,0,0,2.551987768,1064,1.568609023,None,No tweets,No tweets,No tweets,No tweets,genuine
127,2402922414,32,214,320,172,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1.495327103,1152,0.277777778,1.137931034,0,0,0,1,genuine
128,87334609,5495,189,241,509,40,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,20,0,0,1.275132275,2751,0.087604507,3.754694836,0,0.002813379,0,0.997186621,genuine
129,2246800628,10480,1710,932,19752,3,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,4,0,0,0.54502924,1249,0.746196958,8.882022472,0,0,0,1,genuine
130,77558505,39112,657,454,2850,4,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,8,0,0,0.691019787,2790,0.162724014,7.297052154,0,0,0,1,genuine
131,2230659451,235,4,18,155,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,4.5,1259,0.014297061,1.546052632,0.382978723,0.110638298,0,0.506382979,genuine
132,812919140,894,43,244,2053,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,4,0,0,5.674418605,1711,0.142606663,3.412844037,0.197132616,0.801075269,0,0.001792115,genuine
133,461572767,4289,130,183,5329,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,3,0,0,1.407692308,1953,0.093701997,20.86206897,0,0,0,1,genuine
134,609166669,21012,547,313,26774,3,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0.572212066,1797,0.174179188,14.73364486,0,0.007611798,0,0.992388202,genuine
135,28588774,15288,250,198,2390,20,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,15,0,0,0.792,2966,0.066756575,4.226912929,0,0.008426966,0,0.991573034,genuine
136,13260592,20506,1834,1112,6479,572,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,25,0,0,0.606324973,3386,0.328411105,9.405247813,0.315773164,0.247288503,0,0.436938333,genuine
137,756433608,5660,760,811,6016,6,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,10,0,0,1.067105263,1737,0.466896949,7.646634615,0,0.004715498,0,0.995284502,genuine
138,16142914,84773,960,414,11855,80,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,8,0,0,0.43125,3176,0.130352645,12.89959839,0.00249066,0.00124533,0,0.99626401,genuine
139,47637732,4025,474,1213,1367,6,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,2,0,0,2.55907173,2892,0.419432918,5.361510791,0.000335458,0.922509225,0,0.077155317,genuine
140,313789678,1578,126,110,588,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0.873015873,2169,0.050714615,2.27,0,0.008181246,0,0.991818754,genuine
141,31135311,755,249,543,373,37,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,18,0,0,2.180722892,2955,0.183756345,1.542914172,0,0.245795602,0,0.754204398,genuine
142,379274779,24564,491,393,1070,2,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,4,0,0,0.800407332,2062,0.190591659,5.701067616,0,0.049001248,0,0.950998752,genuine
143,1021352646,2786,657,346,9719,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,2,0,0,0.526636225,1610,0.214906832,3.148837209,0,0.000738552,0,0.999261448,genuine
144,3031860812,62,37,208,9,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,5.621621622,817,0.254589963,None,No tweets,No tweets,No tweets,No tweets,genuine
145,27292659,16168,736,659,2622,8,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0.895380435,2972,0.221736205,4.452513966,0,0.000941029,0.000313676,0.998745295,genuine
