,id,friends_count,favourites_count,listed_count,url,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_use_background_image,profile_background_image_url_https,profile_image_url_https,profile_background_tile,profile_background_image_url,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,followers_count,following,statuses_count,ff_ratio,age,following_rate,tweet_rate,mobile_ratio,website_ratio,third_ratio,other_ratio,bidirectional_links,eigenvector,pagerank,reputation,url_ratio,url_unique_ratio,hashtag_ratio,username_ratio,username_unique_ratio,similarity_ratio_1,similarity_ratio_2,Unnamed: 0,tweet_time_sum,tweet_time_mean,tweet_time_max,tweet_time_min,no_tweet,label,label_model
22,3206520381,902.0,24.0,1.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,17,0,16.0,902.0,31.0,56.375,753.0,1.197875166,1.25,0.0,1.0,0.0,0.0,0.00324675324675,0.0,4.54890559318e-07,0.0180658873539,0.333333333333,0.166666666667,0.5,1.0,1.2,0.17135459574,0.0138898371984,3232,19134159.0,659798.586207,7995133.0,21.0,0,fake_users,Fake
23,2513498305,403.0,0.0,0.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,19,0,11.0,403.0,27.0,36.6363636364,1092.0,0.369047619048,1.92857142857,0.0,1.0,0.0,0.0,0.0,0.0,3.04732510611e-07,0.0240174672489,0.222222222222,0.037037037037,0.15,0.45,0.407407407407,0.0841346153846,0.00331378234686,3043,35070051.0,1348848.11538,19899575.0,16.0,0,fake_users,Fake
24,2505733772,583.0,824.0,2.0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,27,0,24.0,583.0,899.0,24.2916666667,1095.0,0.532420091324,12.5774647887,0.0,1.0,0.0,0.0,0.0,0.0,4.79916900769e-07,0.0285261489699,0.07,0.005,0.35,1.0,0.12,0.1930019634,0.00571961071003,3039,1872325.0,9408.66834171,571180.0,12.0,0,fake_users,Fake
25,2488501729,677.0,1969.0,40.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,22,0,35.0,677.0,2176.0,19.3428571429,1103.0,0.613780598368,18.0416666667,0.0,1.0,0.0,0.0,0.00282485875706,0.0,8.80338363988e-07,0.0458221024259,0.07,0.005,0.6,0.95,0.085,0.171603471905,0.00736654913876,3034,13536044.0,68020.321608,10763960.0,9.0,0,fake_users,Fake
26,2156934710,414.0,0.0,0.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,6,0,11.0,414.0,61.0,37.6363636364,1299.0,0.31870669746,3.05,0.0,1.0,0.0,0.0,0.0045871559633,0.0,3.04732510611e-07,0.0246085011186,0.0819672131148,0.0327868852459,0.15,0.3,0.147540983607,0.115900621118,0.00382061394894,2787,33239749.0,553995.816667,20804118.0,16.0,0,fake_users,Fake
27,2807608820,627.0,989.0,1.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,17,0,31.0,627.0,1060.0,20.2258064516,977.0,0.6417604913,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,7.30180315281e-07,0.040520984081,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,315,-1.0,-1.0,-1.0,-1.0,1,fake_users,Fake
28,2263479600,731.0,1091.0,14.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,19,0,22.0,731.0,1176.0,33.2272727273,1238.0,0.590468497577,12.4623655914,0.0,1.0,0.0,0.0,0.0,0.0,6.05048608025e-07,0.0292993630573,0.075,0.01,0.4,1.0,0.075,0.187505262069,0.00582557027648,2863,7916843.0,39783.1306533,4899803.0,11.0,0,fake_users,Fake
29,1879906050,1936.0,451.0,4.0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,16,0,45.0,1936.0,668.0,43.0222222222,1337.0,1.44801795064,5.2619047619,0.0,1.0,0.0,0.0,0.00404448938322,0.0,1.1806544614e-06,0.0227272727273,0.08,0.01,0.2,0.8,0.08,0.168539159451,0.00732155719233,2739,36204802.0,181933.678392,12675276.0,10.0,0,fake_users,Fake
30,2242372394,723.0,0.0,0.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,15,0,28.0,723.0,24.0,25.8214285714,1252.0,0.577476038339,1.09523809524,0.0,1.0,0.0,0.0,0.00135869565217,0.0,6.55101290927e-07,0.0328515111695,0.826086956522,0.0434782608696,0.1,0.95,0.347826086957,0.195547309833,0.0507394457599,2847,35434344.0,1610652.0,6401022.0,20.0,0,fake_users,Fake
31,3336983219,918.0,13.0,0.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,22,0,37.0,918.0,14.0,24.8108108108,697.0,1.31707317073,1.0,0.0,1.0,0.0,0.0,0.00212089077413,0.0,8.80338363988e-07,0.0348004094166,0.357142857143,0.142857142857,0.214285714286,1.0,1.42857142857,0.171659919028,0.0492025995834,3245,9062173.0,697090.230769,1697003.0,149536.0,0,fake_users,Fake
32,3207585220,1012.0,27.0,0.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,23,0,19.0,1012.0,34.0,53.2631578947,753.0,1.34395750332,1.26086956522,0.0,1.0,0.0,0.0,0.0019550342131,0.0,5.0494324222e-07,0.0182341650672,0.310344827586,0.103448275862,0.55,1.0,0.758620689655,0.189947089947,0.0229527953559,3234,20141782.0,719349.357143,6905049.0,7294.0,0,fake_users,Fake
33,3175006543,1121.0,26.0,1.0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5,0,21.0,1121.0,35.0,53.380952381,752.0,1.49069148936,1.13333333333,0.0,1.0,0.0,0.0,0.00260416666667,0.0,5.0494324222e-07,0.0162254483348,0.235294117647,0.0588235294118,0.35,1.0,0.617647058824,0.168662232077,0.0228791752272,3230,18866633.0,571716.151515,7503345.0,5741.0,0,fake_users,Fake
34,707835755306033152,446.0,277.0,10.0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,11,0,40.0,446.0,307.0,11.15,433.0,1.03002309469,7.87179487179,0.0,1.0,0.0,0.0,0.00608519269777,0.0,8.55312022537e-07,0.0627376425856,0.07,0.01,0.4,1.0,0.14,0.175075376884,0.00744421029778,3249,24308739.0,122154.467337,11992481.0,8.0,0,fake_users,Fake
35,3257498750,560.0,1816.0,56.0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,22,0,20.0,560.0,2010.0,28.0,690.0,0.811594202899,18.1545454545,0.0,1.0,0.0,0.0,0.00166666666667,0.0,5.54995925123e-07,0.0338164251208,0.07,0.01,0.85,1.0,0.095,0.184854384086,0.00786060013754,3240,8497971.0,42703.3718593,2633240.0,9.0,0,fake_users,Fake
36,2406333194,1202.0,221.0,11.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,9,0,9.0,1202.0,274.0,133.555555556,1151.0,1.04430929626,3.425,0.0,1.0,0.0,0.0,0.00241740531829,0.0,2.54679827709e-07,0.0072,0.07,0.015,0.4,1.0,0.14,0.198242946836,0.00630691274003,3006,28010531.0,140756.437186,6478063.0,10.0,0,fake_users,Fake
37,3171740334,873.0,28.0,0.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,19.0,873.0,33.0,45.9473684211,753.0,1.1593625498,2.35714285714,0.0,1.0,0.0,0.0,0.00223964165733,0.0,4.79916900769e-07,0.019758507135,0.181818181818,0.0909090909091,0.4,1.0,0.575757575758,0.187203791469,0.0628117475708,3228,18020712.0,563147.25,11521981.0,7.0,0,fake_users,Fake
38,1393495339,565.0,707.0,4.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,5,0,31.0,565.0,728.0,18.2258064516,1477.0,0.382532159783,12.5925925926,0.0,1.0,0.0,0.0,0.0,0.0,7.55206656732e-07,0.0476973684211,0.06,0.005,0.5,1.0,0.1,0.185087901668,0.00685409583604,2596,4525275.0,22740.0753769,3358489.0,13.0,0,fake_users,Fake
39,2550038755,1524.0,716.0,8.0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,9,0,50.0,1524.0,899.0,30.48,1076.0,1.41635687732,8.24074074074,0.0,1.0,0.0,0.0,0.00192802056555,0.0,1.30578616866e-06,0.0317361543248,0.075,0.005,0.4,0.95,0.12,0.190460005507,0.00987572634899,3062,36704584.0,184445.145729,4928446.0,1.0,0,fake_users,Fake
40,2852994501,518.0,0.0,0.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,24,0,18.0,518.0,27.0,28.7777777778,929.0,0.557588805167,-1.0,-1.0,-1.0,-1.0,-1.0,0.00179856115108,0.0,5.29969583672e-07,0.0347222222222,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,336,-1.0,-1.0,-1.0,-1.0,1,fake_users,Fake
41,3347292598,865.0,584.0,3.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,4,0,22.0,865.0,644.0,39.3181818182,690.0,1.25362318841,9.6875,0.0,1.0,0.0,0.0,0.00448933782267,0.0,6.05048608025e-07,0.0251641137856,0.09,0.005,0.65,1.0,0.06,0.204264445564,0.00477432513716,3247,2130804.0,10707.5577889,1446199.0,10.0,0,fake_users,Fake
42,3325424062,808.0,15.0,2.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,8,0,23.0,808.0,36.0,35.1304347826,703.0,1.1493598862,1.1,0.0,1.0,0.0,0.0,0.00243902439024,0.0,5.80022266574e-07,0.0261282660333,0.363636363636,0.0606060606061,0.5,1.0,0.757575757576,0.219918952618,0.00852695967235,3243,13506896.0,422090.5,3658231.0,14291.0,0,fake_users,Fake
43,703547392575062016,285.0,0.0,0.0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,24,0,29.0,285.0,30.0,9.8275862069,445.0,0.640449438202,2.5,0.0,1.0,0.0,0.0,0.00310559006211,0.0,7.80232998183e-07,0.0852272727273,0.133333333333,0.0333333333333,0.0,0.2,0.133333333333,0.104193849021,0.00684061141861,3248,28926856.0,997477.793103,19097260.0,20.0,0,fake_users,Fake
44,2236857038,1673.0,93.0,1.0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,38.0,1673.0,204.0,44.0263157895,1255.0,1.33306772908,2.20879120879,0.0,1.0,0.0,0.0,0.00829383886256,0.0,9.80443729792e-07,0.0220162224797,0.07,0.01,0.5,1.0,0.165,0.113318364874,0.0191912625765,2841,101149498.0,508288.934673,15973677.0,6.0,0,fake_users,Fake
45,3172080763,917.0,66.0,0.0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,7,0,20.0,917.0,73.0,45.85,753.0,1.21779548473,2.06060606061,0.0,1.0,0.0,0.0,0.00529661016949,0.0,5.0494324222e-07,0.0197300103842,0.147058823529,0.0441176470588,0.15,1.0,0.514705882353,0.190969679902,0.0611868937769,3229,18023390.0,269005.820896,3627423.0,5.0,0,fake_users,Fake
46,3268572145,789.0,2635.0,19.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,17,0,34.0,789.0,2840.0,23.2058823529,682.0,1.1568914956,18.1363636364,0.0,1.0,0.0,0.0,0.001221001221,0.0,8.30285681086e-07,0.0376028202115,0.055,0.005,0.3,1.0,0.13,0.192593001638,0.00554077221048,3241,1217647.0,6118.82914573,86619.0,9.0,0,fake_users,Fake
47,2353819358,417.0,0.0,0.0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,8,0,12.0,417.0,19.0,34.75,1182.0,0.352791878173,1.72727272727,0.0,1.0,0.0,0.0,0.00230946882217,0.0,2.54679827709e-07,0.0203619909502,0.210526315789,0.0526315789474,0.157894736842,0.263157894737,0.631578947368,0.114728682171,0.00137837579179,2936,29790124.0,1655006.88889,14566567.0,18.0,0,fake_users,Fake
48,3207079149,948.0,20.0,4.0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,21,0,29.0,948.0,32.0,32.6896551724,753.0,1.25896414343,1.23076923077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0625,0.35,1.0,0.90625,0.172563302116,0.068756918785,3233,19393140.0,625585.16129,6760846.0,2648.0,0,fake_users,Fake
49,2827030334,782.0,227.0,12.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,19,0,15.0,782.0,250.0,52.1333333333,968.0,0.807851239669,-1.0,-1.0,-1.0,-1.0,-1.0,0.00124843945069,0.0,4.29864217867e-07,0.0195838433293,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,328,-1.0,-1.0,-1.0,-1.0,1,fake_users,Fake
50,2325931652,253.0,4389.0,1.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,18,0,209.0,253.0,22305.0,1.21052631579,1199.0,0.211009174312,9.90220820189,0.856960815546,0.136030582988,0.0,0.00700860146543,0.225296442688,0.0,5.13481641068e-06,0.446389496718,0.095,0.005,0.7,0.25,0.025,0.239919414842,0.087909884432,2908,15029165.0,75523.4422111,875633.0,0.0,0,genuine,Genuine
51,446034277,1434.0,19064.0,9.0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,11,0,1701.0,1434.0,51994.0,0.8430335097,1970.0,0.727918781726,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,128,-1.0,-1.0,-1.0,-1.0,1,genuine,Genuine
52,933709428,269.0,2230.0,3.0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,13,0,427.0,269.0,11813.0,0.629976580796,1651.0,0.162931556632,6.72199170124,0.686419753086,0.25462962963,0.0,0.058950617284,0.645161290323,0.0,1.09159012859e-05,0.609243697479,0.04,0.005,0.0,0.8,0.05,0.104075462056,0.011255236334,2388,4247352.0,21343.4773869,275657.0,12.0,0,genuine,Genuine
53,19849696,2034.0,440.0,60.0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,13,0,1469.0,2034.0,6019.0,1.38461538462,3027.0,0.671952428147,3.0644549763,0.0405196412001,0.831735230436,0.0,0.127745128364,0.430453879941,0.0,2.94427546484e-08,0.4185584563,0.045,0.005,0.05,0.7,0.08,0.136156602043,0.014286547582,580,14148591.0,71098.4472362,525691.0,22.0,0,genuine,Genuine
54,1486885212,412.0,201659.0,103.0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,4,0,2560.0,412.0,43073.0,0.1609375,1441.0,0.285912560722,109.482758621,0.0,0.0,0.00220472440945,0.997795275591,0.652360515021,0.0,6.42970876012e-05,0.846407382993,0.055,0.01,0.05,0.75,0.07,0.160487891621,0.00661523935872,2636,41162.0,206.844221106,5213.0,3.0,0,genuine,Genuine
55,217433376,131.0,27.0,0.0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,5,0,29.0,131.0,1599.0,4.51724137931,2371.0,0.0552509489667,2.10430247718,0.0,0.0402726146221,0.0,0.959727385378,0.0381679389313,0.0,7.55206656732e-07,0.18125,0.085,0.005,0.0,0.0,0.0,0.090184464643,0.0050379783841,1490,29728702.0,149390.462312,1227731.0,0.0,0,genuine,Genuine
56,49691940,2393.0,2752.0,13.0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,4,0,4682.0,2393.0,59711.0,0.511106364801,2886.0,0.829175329175,12.7862903226,0.00252286345002,0.00252286345002,0.0,0.9949542731,0.963071758288,0.000283355547546,1.17233714894e-07,0.661361375586,0.035,0.005,0.15,0.7,0.08,0.157812815897,0.00656937219403,896,1554190.0,7810.0,77931.0,3.0,0,genuine,Genuine
57,783425629,158.0,37559.0,8.0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,7,0,574.0,158.0,68560.0,0.275261324042,1725.0,0.0915942028986,28.1327433628,0.0,0.0,0.0,1.0,0.834355828221,0.000129519786181,6.07045918488e-08,0.779431664411,0.035,0.005,0.0,0.5,0.05,0.162594863314,0.0130828575242,2324,959410.0,4821.15577889,83786.0,2.0,0,genuine,Genuine
58,1378581602,598.0,35858.0,6.0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,9,0,785.0,598.0,14960.0,0.76178343949,1483.0,0.403236682401,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,188,-1.0,-1.0,-1.0,-1.0,1,genuine,Genuine
59,2371328420,178.0,34847.0,9.0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,396.0,178.0,31470.0,0.449494949495,1170.0,0.152136752137,6.55,0.0,0.00127226463104,0.0,0.998727735369,0.851063829787,0.000207678277842,7.82921162015e-08,0.682967959528,0.05,0.005,0.0,0.75,0.06,0.169259286629,0.0145046436654,2972,3027055.0,15211.3316583,152404.0,2.0,0,genuine,Genuine
60,143405692,390.0,14502.0,35.0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,25,0,1155.0,390.0,106839.0,0.337662337662,2561.0,0.152284263959,84.7631578947,0.753803166718,0.241850357032,0.0,0.00434647624961,0.6325,0.0,2.92351832282e-05,0.744735162731,0.06,0.01,0.25,0.85,0.075,0.122985221121,0.011615286716,1314,178816.0,898.572864322,45674.0,2.0,0,genuine,Genuine
61,54546468,464.0,29656.0,2.0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,8,0,387.0,464.0,9852.0,1.19896640827,2871.0,0.161616161616,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,2.94427546484e-08,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23,-1.0,-1.0,-1.0,-1.0,1,genuine,Genuine
62,15224719,1345.0,10560.0,1308.0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,19,0,32316.0,1345.0,61326.0,0.0416202500309,3249.0,0.413973530317,22.8450704225,0.0,0.0317509247842,0.560110974106,0.40813810111,0.0858806404658,0.000117361798589,3.77515412398e-08,0.784436774396,0.045,0.01,0.0,0.4,0.055,0.0930131426363,0.0123179945306,493,619144.0,3111.27638191,70001.0,9.0,0,genuine,Genuine
