,id,user_name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,label
312,2550953772,DC Jazz,dcjazzcompseosr,28.0,15.0,618.0,0.0,0.0,https://t.co/DMx5wMi4Kj,en,Pacific Time (US & Canada),Colorado,False,False,False,http://pbs.twimg.com/profile_images/710741582107037697/XtoVCyDh_normal.jpg,True,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/710741582107037697/XtoVCyDh_normal.jpg,829D5E,False,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,-25200.0,False,False,False,False,False,"The DC  Jazz Composers Collective is committed to promoting new, original jazz music  the Washington DC metro area.",False,False,2014-06-06 20:46:36,fake_users
117,2551089228,Lennon P.,lennoenbno,972.0,14.0,340.0,899.0,8.0,https://t.co/vrwkEECUTW,en,Pacific Time (US & Canada),"Houston, Texas",False,False,False,http://pbs.twimg.com/profile_images/706747071148195841/GX2BmE4J_normal.jpg,True,https://abs.twimg.com/images/themes/theme2/bg.gif,663B12,https://pbs.twimg.com/profile_images/706747071148195841/GX2BmE4J_normal.jpg,C6E2EE,False,DAECF4,http://abs.twimg.com/images/themes/theme2/bg.gif,C6E2EE,1F98C7,-25200.0,False,False,False,False,False,. Composer. Drummer. Self propelling  musician.,False,False,2014-06-06 22:32:47,fake_users
2249,2299586316,Fox Jazz ',FoxJazCfaez,618.0,21.0,634.0,526.0,9.0,https://t.co/OyytNjUPpX,en,Pacific Time (US & Canada),Arizona,False,False,False,http://pbs.twimg.com/profile_images/715353674743042049/zMdeZvkW_normal.jpg,True,https://abs.twimg.com/images/themes/theme10/bg.gif,3D1957,https://pbs.twimg.com/profile_images/715353674743042049/zMdeZvkW_normal.jpg,65B0DA,True,7AC3EE,http://abs.twimg.com/images/themes/theme10/bg.gif,642D8B,FF0000,-25200.0,False,False,False,False,False,"Hottest jazz club in the Tampa Bay area.   Open  lunch, dinner and late night until 3 am.  Closed Sundays.",False,False,2014-01-19 12:21:57,fake_users
267,2767367507,♡ He Followed Me ♡,CrazyAboPtSu,136.0,75.0,1246.0,71.0,2.0,,en,,"Canada, EH?",True,False,False,http://pbs.twimg.com/profile_images/571834156003237888/6y5s1IkH_normal.jpeg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/571834156003237888/6y5s1IkH_normal.jpeg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,"15.
22/09/2012 3.
i love you.  3
,SP,ATL",False,False,2014-09-11 18:48:12,fake_users
1392,3295768415,Jose F,5LSourcerre,1011.0,29.0,662.0,960.0,7.0,http://t.co/LIjwNoDS0L,en,,"Pleasant Grove, Utah",False,False,False,http://pbs.twimg.com/profile_images/634002426090008576/q7f62lVt_normal.jpg,True,https://abs.twimg.com/images/themes/theme8/bg.gif,333333,https://pbs.twimg.com/profile_images/634002426090008576/q7f62lVt_normal.jpg,D9B17E,False,EADEAA,http://abs.twimg.com/images/themes/theme8/bg.gif,8B542B,9D582E,,False,False,False,False,False,"Senior IT Executive, Entrepreneur, Top 100 Most  Hispanic  in IT, Wine Enthusiast, and Hispanic advocate.",False,False,2015-05-23 21:42:44,fake_users
1452,3159093807,Clinton Fitch,STAllianceuGy,2379.0,83.0,1095.0,1976.0,52.0,http://t.co/BEO4syMB4z,en,,Oklahoma,False,False,False,http://pbs.twimg.com/profile_images/589237568387944448/YxWpYy50_normal.jpg,True,https://abs.twimg.com/images/themes/theme2/bg.gif,663B12,https://pbs.twimg.com/profile_images/589237568387944448/YxWpYy50_normal.jpg,C6E2EE,False,DAECF4,http://abs.twimg.com/images/themes/theme2/bg.gif,C6E2EE,1F98C7,,False,False,False,False,False,"Clinton Fitch,  Alliances Manager for ShoreTel -  opinions my own...",False,False,2015-04-12 10:20:07,fake_users
1692,3330221939,Anthony W,awewri,0.0,2.0,410.0,0.0,0.0,,en,,Vancouver Canada,False,False,False,http://pbs.twimg.com/profile_images/617469615992471552/tvHgtDwx_normal.jpg,True,https://abs.twimg.com/images/themes/theme8/bg.gif,333333,https://pbs.twimg.com/profile_images/617469615992471552/tvHgtDwx_normal.jpg,D9B17E,False,EADEAA,http://abs.twimg.com/images/themes/theme8/bg.gif,8B542B,9D582E,,False,False,False,False,False,"HVAC-R Technician, Real Estate , nature, horses, tennis, photography, fitness, volunteer, traveler,  father, son, brother, uncle, 
friend",False,False,2015-06-16 21:45:36,fake_users
2623,2394187316,Annie Sisk,AnnieSikk,1331.0,50.0,1079.0,1238.0,3.0,http://t.co/gZ3pT1WAmn,en,,"Washington, DC",False,False,False,http://pbs.twimg.com/profile_images/609407096392687617/LdF4n6ll_normal.jpg,True,https://abs.twimg.com/images/themes/theme18/bg.gif,333333,https://pbs.twimg.com/profile_images/609407096392687617/LdF4n6ll_normal.jpg,EEEEEE,False,F6F6F6,http://abs.twimg.com/images/themes/theme18/bg.gif,ACDED6,038543,,False,False,False,False,False,I used to act. Now I  words and create websites for  some excellent people who do fabulous stuff of their own..,False,False,2014-03-17 10:47:25,fake_users
1959,2306734465,Rendi',rhonda7634,314.0,19.0,677.0,293.0,12.0,,en,Pacific Time (US & Canada),the florida keys,False,False,False,http://pbs.twimg.com/profile_images/704986907407560705/0JpOzlys_normal.jpg,True,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/704986907407560705/0JpOzlys_normal.jpg,829D5E,False,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,-25200.0,False,False,False,False,False,Songwriter Mostly  but a little Pop/ Rock too! Support Musicians Follow me on Facebook &Join TeamLishUSA  https://t.co/duxlyPeWCN …,False,False,2014-01-23 14:51:17,fake_users
714,2244305300,J. Freedom du Lac,devanieagnle,1194.0,186.0,1106.0,929.0,30.0,http://t.co/0ZMoXZD3jb,en,,"Sunnyvale, California",False,False,False,http://pbs.twimg.com/profile_images/586716211234283520/_x4_Vq2s_normal.jpg,True,https://abs.twimg.com/images/themes/theme11/bg.gif,362720,https://pbs.twimg.com/profile_images/586716211234283520/_x4_Vq2s_normal.jpg,CC3366,True,E5507E,http://abs.twimg.com/images/themes/theme11/bg.gif,FF6699,B40B43,,False,False,False,False,False,"Content , Web publisher,  former journalist, aspiring fiction writer, mom. http://t.co/9eiGkvDQTc  and more (no Oxford comma).",False,False,2013-12-13 18:38:23,fake_users
2548,2533455368,Immersive NYC,mimersivenyc,1669.0,21.0,1111.0,1487.0,41.0,http://t.co/F9jtRpShOU,en,,Texas,False,False,False,http://pbs.twimg.com/profile_images/612818959440613376/h6xeZa0d_normal.jpg,True,https://abs.twimg.com/images/themes/theme17/bg.gif,333333,https://pbs.twimg.com/profile_images/612818959440613376/h6xeZa0d_normal.jpg,DBE9ED,False,E6F6F9,http://abs.twimg.com/images/themes/theme17/bg.gif,DBE9ED,CC3366,,False,False,False,False,False,"A catalyst for the Immersive Media community in New York  , curated by @mcgrory of @stereoprojects",False,False,2014-05-29 21:41:03,fake_users
1712,2238934664,James D.,james_d_arbtel,1997.0,40.0,582.0,1835.0,4.0,,en,Pacific Time (US & Canada),"Grand Prairie, Texas",False,False,False,http://pbs.twimg.com/profile_images/717313899641503745/LpQGtMVf_normal.jpg,True,https://abs.twimg.com/images/themes/theme12/bg.gif,0C3E53,https://pbs.twimg.com/profile_images/717313899641503745/LpQGtMVf_normal.jpg,F2E195,False,FFF7CC,http://abs.twimg.com/images/themes/theme12/bg.gif,BADFCD,FF0000,-25200.0,False,False,False,False,False,Husband. Father.  Agile Software Engineer (./API/Auth/TDD/DbC/SQL). Guitarist.,False,False,2013-12-10 10:16:13,fake_users
616,2478057338,Ron,YourVirtulCaIO,22.0,19.0,643.0,0.0,0.0,https://t.co/t9vMhUZh2W,en,Pacific Time (US & Canada),Middle Tennessee,False,False,False,http://pbs.twimg.com/profile_images/706781391602606080/QBtEkHSb_normal.jpg,True,https://abs.twimg.com/images/themes/theme3/bg.gif,634047,https://pbs.twimg.com/profile_images/706781391602606080/QBtEkHSb_normal.jpg,D3D2CF,False,E3E2DE,http://abs.twimg.com/images/themes/theme3/bg.gif,EDECE9,088253,-25200.0,False,False,False,False,False,"I.T.  Consultant, Guitarist, Husband,  Father",False,False,2014-05-05 08:53:09,fake_users
261,3319599849,Ross B,rM_B_132,30.0,28.0,922.0,20.0,1.0,,en,,London,False,False,False,http://pbs.twimg.com/profile_images/612454594384297984/SXOAaWDm_normal.jpg,True,https://abs.twimg.com/images/themes/theme7/bg.gif,333333,https://pbs.twimg.com/profile_images/612454594384297984/SXOAaWDm_normal.jpg,DFDFDF,False,F3F3F3,http://abs.twimg.com/images/themes/theme7/bg.gif,EBEBEB,990000,,False,False,False,False,False,"Music , Pianist, Organist and Voluntary Sector enthusiast  . . .",False,False,2015-06-11 21:00:12,fake_users
1620,2523408954,James,JamesJuuj24,26.0,23.0,324.0,0.0,0.0,https://t.co/CLEXjUTwY7,en,Pacific Time (US & Canada),Huntsville Alabama,False,False,False,http://pbs.twimg.com/profile_images/717462239477768192/nMDXP5q1_normal.jpg,True,https://abs.twimg.com/images/themes/theme17/bg.gif,333333,https://pbs.twimg.com/profile_images/717462239477768192/nMDXP5q1_normal.jpg,DBE9ED,False,E6F6F9,http://abs.twimg.com/images/themes/theme17/bg.gif,DBE9ED,CC3366,-25200.0,False,False,False,False,False,"Aubrey from the Hood of North Philadelphia, PA. James is a singer, songwriter, musician, and  producer.",False,False,2014-05-25 20:35:36,fake_users
851,2305155996,J-,DreadedrJoTh,36.0,16.0,714.0,0.0,0.0,https://t.co/u8mzEehYBz,en,Pacific Time (US & Canada),New York,True,False,False,http://pbs.twimg.com/profile_images/712544977289654276/uQCNnmnZ_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/712544977289654276/uQCNnmnZ_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,-25200.0,False,False,False,False,False,"Musician, producer,  actor, elevated thinker, follower of , detailed observer, meditator, pesceterian and I love colors",False,False,2014-01-22 17:00:53,fake_users
1133,3203524509,Sheldon Gillett,SyeldonGillett,15.0,16.0,910.0,15.0,0.0,http://t.co/pSnCFzzCAh,en,,"Sydney, Australia",False,False,False,http://pbs.twimg.com/profile_images/601532155773198336/YVseLhi7_normal.jpg,True,https://abs.twimg.com/images/themes/theme2/bg.gif,663B12,https://pbs.twimg.com/profile_images/601532155773198336/YVseLhi7_normal.jpg,C6E2EE,False,DAECF4,http://abs.twimg.com/images/themes/theme2/bg.gif,C6E2EE,1F98C7,,False,False,False,False,False,"Managing Director of Video Production for Giant Squid Inc: Write, shoot, chop, repeat.",False,False,2015-04-25 04:12:43,fake_users
513,2493576289,Steven,SJKopiecshk,42.0,15.0,647.0,0.0,0.0,https://t.co/IKfpyA7ofT,en,Pacific Time (US & Canada),"new york, new york",False,False,False,http://pbs.twimg.com/profile_images/713787245896052737/Ic9x2E7H_normal.jpg,True,https://abs.twimg.com/images/themes/theme11/bg.gif,362720,https://pbs.twimg.com/profile_images/713787245896052737/Ic9x2E7H_normal.jpg,CC3366,True,E5507E,http://abs.twimg.com/images/themes/theme11/bg.gif,FF6699,B40B43,-25200.0,False,False,False,False,False,"Jesus  follower, , father, musician",False,False,2014-05-13 22:32:52,fake_users
1636,3337658493,GigArtists.,iGgArtists,1340.0,51.0,1118.0,1140.0,15.0,https://t.co/bsMXDwKKtw,en,,Maryland,False,False,False,http://pbs.twimg.com/profile_images/635081517786501120/-Rym27sq_normal.jpg,True,https://abs.twimg.com/images/themes/theme3/bg.gif,634047,https://pbs.twimg.com/profile_images/635081517786501120/-Rym27sq_normal.jpg,D3D2CF,False,E3E2DE,http://abs.twimg.com/images/themes/theme3/bg.gif,EDECE9,088253,,False,False,False,False,False,"Featuring the  best  entertainment services, GigArtists knows how to throw a party! https://t.co/bsMXDwKKtw",False,False,2015-06-20 21:16:01,fake_users
1422,2422878728,Chase,Stcdao,59.0,12.0,559.0,0.0,0.0,https://t.co/KWpeynjS4q,en,Pacific Time (US & Canada),Indiana,False,False,False,http://pbs.twimg.com/profile_images/715674704405667840/VqdOAM9B_normal.jpg,True,https://abs.twimg.com/images/themes/theme2/bg.gif,663B12,https://pbs.twimg.com/profile_images/715674704405667840/VqdOAM9B_normal.jpg,C6E2EE,False,DAECF4,http://abs.twimg.com/images/themes/theme2/bg.gif,C6E2EE,1F98C7,-25200.0,False,False,False,False,False,Egalitarian. .  Optimist. Pianist.,False,False,2014-04-02 00:39:35,fake_users
1323,2394507019,Silverback Social,SilverbdSocial,1590.0,1475.0,990.0,1381.0,9.0,http://t.co/fQxdoEfNxX,en,,New York and/or New Jersey,False,False,False,http://pbs.twimg.com/profile_images/609440643660713984/V_mOG5TL_normal.jpg,True,https://abs.twimg.com/images/themes/theme7/bg.gif,333333,https://pbs.twimg.com/profile_images/609440643660713984/V_mOG5TL_normal.jpg,DFDFDF,False,F3F3F3,http://abs.twimg.com/images/themes/theme7/bg.gif,EBEBEB,990000,,False,False,False,False,False,We enable top brands and advertisers to connect with more than a billion  via social media. We  also produce @wdsummit.,False,False,2014-03-17 14:28:54,fake_users
1821,3327966028,rwphotography,photograph_RyW,0.0,2.0,662.0,0.0,0.0,http://t.co/yQZiE3Kudl,en,,"barrie,canada",False,False,False,http://pbs.twimg.com/profile_images/617297789123325952/wY7wcFyV_normal.jpg,True,https://abs.twimg.com/images/themes/theme4/bg.gif,3C3940,https://pbs.twimg.com/profile_images/617297789123325952/wY7wcFyV_normal.jpg,5ED4DC,False,95E8EC,http://abs.twimg.com/images/themes/theme4/bg.gif,0099B9,0099B9,,False,False,False,False,False,"Weddings, Engagements, Portraits, Portfolios, Children and Corporate events.We  use the well defined practice of  photography.",False,False,2015-06-15 20:44:04,fake_users
1628,2827104434,Prashant,Yadav_supplncyh,662.0,20.0,599.0,581.0,13.0,https://t.co/EwVbbLawbz,en,Pacific Time (US & Canada),Florida,False,False,False,http://pbs.twimg.com/profile_images/675124855029800961/O85FXjim_normal.jpg,True,https://abs.twimg.com/images/themes/theme4/bg.gif,3C3940,https://pbs.twimg.com/profile_images/675124855029800961/O85FXjim_normal.jpg,5ED4DC,False,95E8EC,http://abs.twimg.com/images/themes/theme4/bg.gif,0099B9,0099B9,-25200.0,False,False,False,False,False,"Better health and economic development through better supply chains, globally.  #;  #malaria;  #supplychain  #vaccine",False,False,2014-09-22 23:40:33,fake_users
981,704409380540829700,Kyle Pohjola,pohjo1a0l,37.0,34.0,591.0,0.0,0.0,,en,Pacific Time (US & Canada),Near the beach in Florida,False,False,False,http://pbs.twimg.com/profile_images/734563026825797632/5bzs3ZB1_normal.jpg,False,https://abs.twimg.com/images/themes/theme1/bg.png,000000,https://pbs.twimg.com/profile_images/734563026825797632/5bzs3ZB1_normal.jpg,000000,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,000000,981CEB,-25200.0,False,False,False,False,False,20 year . Retired Football Player. Played Quarterback for Carroll University. Studying Special Education. Fishing and Hunting are my  passion. UW-Parkside,False,False,2016-02-29 20:54:18,fake_users
2298,3228567203,2717,2717PRODUCTIOSN,55.0,36.0,769.0,14.0,0.0,,en,,Washington,False,False,False,http://pbs.twimg.com/profile_images/631677066614697984/2C6g0IVb_normal.jpg,True,https://abs.twimg.com/images/themes/theme18/bg.gif,333333,https://pbs.twimg.com/profile_images/631677066614697984/2C6g0IVb_normal.jpg,EEEEEE,False,F6F6F6,http://abs.twimg.com/images/themes/theme18/bg.gif,ACDED6,038543,,False,False,False,False,False,"Film production company currently securing financing for  THE FOUR HORSEMEN, JOHN  BOOTH and POLETOWN.",False,False,2015-05-02 16:16:32,fake_users
754,2304919387,Drew,NagyBa592by,103.0,14.0,711.0,23.0,2.0,https://t.co/pPhNbz2V13,en,Pacific Time (US & Canada),Southern California,False,False,False,http://pbs.twimg.com/profile_images/714304477872914432/JoIqv57B_normal.jpg,True,https://abs.twimg.com/images/themes/theme3/bg.gif,634047,https://pbs.twimg.com/profile_images/714304477872914432/JoIqv57B_normal.jpg,D3D2CF,False,E3E2DE,http://abs.twimg.com/images/themes/theme3/bg.gif,EDECE9,088253,-25200.0,False,False,False,False,False,- Playwright - Incredible Human.,False,False,2014-01-22 14:11:29,fake_users
933,2551127270,Rich Danielson,irchdanielson,909.0,110.0,1240.0,702.0,8.0,,en,,No Longer New York,False,False,False,http://pbs.twimg.com/profile_images/610993269846048769/V7Ajgtpp_normal.jpg,True,https://abs.twimg.com/images/themes/theme13/bg.gif,333333,https://pbs.twimg.com/profile_images/610993269846048769/V7Ajgtpp_normal.jpg,EEEEEE,False,FFFFFF,http://abs.twimg.com/images/themes/theme13/bg.gif,B2DFDA,93A644,,False,False,False,False,False,I work at Cox Media Group. Formerly at Turner Sports. Trying not to take life too . Views expressed are my  own.,False,False,2014-06-06 22:54:46,fake_users
946,3335494107,Craig E,rCaigEBohannon,354.0,33.0,1037.0,273.0,1.0,http://t.co/jNG5zT3N4T,en,,New Mexico,False,False,False,http://pbs.twimg.com/profile_images/632144107754921985/uhxpQ8KL_normal.jpg,True,https://abs.twimg.com/images/themes/theme3/bg.gif,634047,https://pbs.twimg.com/profile_images/632144107754921985/uhxpQ8KL_normal.jpg,D3D2CF,False,E3E2DE,http://abs.twimg.com/images/themes/theme3/bg.gif,EDECE9,088253,,False,False,False,False,False,"Real  Estate Broker - 
 Consultant - 
Logistics Specialist",False,False,2015-06-19 21:00:11,fake_users
1801,3207536122,Rishe G,yishegee,49.0,19.0,777.0,61.0,2.0,http://t.co/vtRD3rYFHP,en,,new york by way of melbourne,False,False,False,http://pbs.twimg.com/profile_images/603042097596272640/wJPgKL2a_normal.jpg,True,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/603042097596272640/wJPgKL2a_normal.jpg,829D5E,False,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,,False,False,False,False,False,"I tweet, therefore I am. I help people buy things on the Internet. I also write things, because that's fun. Music, sport, tech, travel. Not on my own blog.",False,False,2015-04-25 21:19:55,fake_users
