,bidirectional_links,eigenvector,pagerank,reputation
17372254,0.204807692308,0.0,1.97535680923e-05,0.457768508863
17436585,0.68691588785,0.0,0.000109019976665,0.764057331863
17455999,0.363636363636,0.0,3.58633126044e-05,0.644444444444
17507350,0.413657770801,0.0,5.40850738307e-05,0.653804347826
17520304,0.594222833563,0.000436386247373,4.82204926126e-08,0.637888095633
17523808,0.413033501606,0.00131998259943,7.46719301196e-08,0.420478723404
17557537,0.869000979432,0.0,0.000112367747839,0.550418317922
17608721,0.197530864198,0.0,2.64332504915e-08,0.269172932331
17671779,0.491847826087,0.0,2.64332504915e-08,0.609203539823
17718315,0.190740740741,0.0,8.31722226716e-06,0.405940594059
17748368,0.455696202532,0.0,4.86926907304e-05,0.713673805601
17749741,0.371145374449,0.000496313457387,5.55473124085e-08,0.600703605981
17801629,0.261220825853,0.0,3.20212396454e-05,0.389923329682
17852114,0.394557823129,0.0,2.90237090397e-06,0.465454545455
17889654,0.428571428571,0.0,3.77281784266e-05,0.781555659059
17890482,0.0910910910911,0.0,0.000112367747839,0.833472245374
17949945,0.157749077491,0.0,1.06539216106e-05,0.303789338471
17992531,0.4,0.0,2.38560085686e-06,0.5
18046941,0.303406998158,0.0,2.64332504915e-08,0.697155605131
18065895,0.348101265823,0.0,8.72165099968e-06,0.449477351916
18173213,0.159090909091,0.0,1.03168976668e-05,0.31156462585
18273041,0.322580645161,0.0,1.42488436775e-05,0.439888811675
18313402,0.627066115702,0.0,1.62035825513e-05,0.42654028436
18441380,0.43956043956,0.0,7.43289787197e-05,0.656671961875
18459813,0.111111111111,0.0,0.000112367747839,0.90991810737
18463828,0.583333333333,0.0,7.2387456471e-06,0.548717948718
18473173,0.877108433735,0.0,6.6847047168e-05,0.781808622503
18510639,0.603396603397,0.0,7.47558757151e-05,0.768661890455
18576332,0.647196261682,0.0,1.86750914723e-05,0.659777424483
18581153,0.106359649123,0.0,5.081792407e-06,0.197889182058
18603088,0.716461203771,0.0,0.000102324434315,0.523935558113
18671285,0.446640316206,0.0,1.35073910012e-05,0.441501103753
18735790,0.385650224215,0.0,4.65489541156e-06,0.480186480186
18874774,0.231578947368,0.0,2.36313259394e-06,0.522613065327
18917949,0.407356321839,0.0,4.73445949554e-05,0.491941135249
18989002,0.00881488736533,0.0,0.000112367747839,0.830426839395
18995476,0.100877192982,0.0,7.64317437962e-06,0.33137829912
18997161,0.258595988539,0.0,1.91469249935e-05,0.378727191811
19171028,0.28612716763,0.0,7.04644374978e-05,0.693737552556
19190434,0.461538461538,0.0,1.41814388887e-05,0.419720186542
19254862,0.483709273183,0.0,1.1103286869e-05,0.55269058296
19300510,0.161038961039,0.0,7.59823785379e-06,0.46675900277
19335843,0.509915014164,0.0,7.84538874588e-06,0.496433666191
19368233,0.727272727273,0.0,2.58781522312e-06,0.721518987342
19406030,0.206349206349,0.0,1.82389428392e-06,0.388349514563
19557634,0.0353273669336,0.000110350545313,5.20097427523e-08,0.701951424961
19600027,0.188372093023,0.0,4.02578404986e-06,0.292763157895
19620476,0.4075,0.0,8.58684142217e-06,0.487836107554
19701419,0.213953488372,0.0,2.3393426685e-05,0.491725768322
19706832,0.525793650794,0.00131998259943,4.5901775902e-08,0.642299503194
19759124,0.593119810202,0.000337123555895,3.90812526921e-08,0.451171875
19849696,0.430453879941,0.0,2.64332504915e-08,0.4185584563
19861856,0.419969512195,0.000387810887713,8.5668408203e-08,0.554044867437
20114963,0.326530612245,0.0,6.18273728997e-06,0.736559139785
20139449,0.768765133172,0.0,5.50512091362e-05,0.747786259542
20197815,0.8536121673,0.0,5.3455962469e-05,0.693294460641
20219315,0.517361111111,0.0,1.13953742869e-05,0.637279596977
20301520,0.134992458522,0.0,6.25014207872e-06,0.172800998129
20307019,0.51082958725,0.0,6.18366245374e-05,0.52924201616
20308222,0.77628032345,0.0,2.75500553248e-05,0.523952095808
20412275,0.188149053146,0.0,1.20244856486e-05,0.245969599263
20455924,0.298969072165,0.0,5.05932414408e-06,0.434951456311
20467948,0.102727272727,0.0,9.57544499056e-06,0.27868852459
20849470,0.738461538462,0.0,5.19413372158e-06,0.779661016949
21026345,0.343511450382,0.0,5.2166019845e-06,0.638121546961
21127172,0.503617945007,0.0,1.56868125042e-05,0.502161383285
21131225,0.216911764706,0.0,8.29475400424e-06,0.575
21133252,0.0965207631874,0.0,2.64332504915e-08,0.184065934066
21238673,0.0840773809524,0.0,5.30647503617e-06,0.148828372388
21253156,0.147540983607,0.0,2.61028348604e-06,0.385906040268
21257459,0.488,0.0,8.65424621093e-06,0.505928853755
21281949,0.441712204007,0.00131998259943,4.55357676242e-08,0.55510534846
21289751,0.402298850575,0.0,3.66047652807e-05,0.471201157742
21345227,0.457221711132,0.0,8.30017282059e-05,0.531061259707
21356765,0.884341637011,0.0,0.000111199398168,0.898003629764
21388359,0.0714285714286,0.0,1.10490987055e-06,0.186046511628
21425831,0.456066945607,0.0,1.25187874328e-05,0.699371069182
21478911,0.986440677966,9.34547680399e-05,4.95052524469e-08,0.539781591264
21479334,0.986577181208,9.34547680399e-05,4.95052524469e-08,0.537267080745
21479515,0.986440677966,9.34547680399e-05,4.95052524469e-08,0.555722891566
21483823,0.970954356846,7.39190255683e-05,4.85316654601e-08,0.550373134328
21484370,0.986111111111,9.34547680399e-05,4.95052524469e-08,0.52
21567392,0.971193415638,0.0,6.31754686747e-06,0.535372848948
21567639,0.97131147541,7.39190255683e-05,4.85316654601e-08,0.569664902998
21622362,0.630498533724,0.0,1.09684772915e-05,0.588164251208
21630333,0.986394557823,9.34547680399e-05,4.95052524469e-08,0.51724137931
21634018,0.021978021978,0.0,5.88139823436e-07,0.12077294686
21671968,0.214285714286,0.0,2.5653469602e-06,0.402135231317
21685911,0.986394557823,0.0,7.98019832339e-06,0.546296296296
21713167,0.986348122867,9.34547680399e-05,4.95052524469e-08,0.510851419032
21714748,0.0236822001528,0.0,2.22832301644e-06,0.0696517412935
21723832,0.986301369863,9.34547680399e-05,4.95052524469e-08,0.535771065183
21726078,0.986206896552,9.34547680399e-05,4.95052524469e-08,0.511784511785
21730510,0.98615916955,9.10787993609e-05,5.27730368005e-08,0.507666098807
21770069,0.2,0.0,9.95608379763e-05,0.980088495575
21830006,0.97131147541,7.39190255683e-05,4.85316654601e-08,0.528046421663
21959183,0.290896407394,0.0,5.96796712972e-05,0.480804056501
21965822,0.986206896552,9.34547680399e-05,4.95052524469e-08,0.518272425249
21967306,0.982708933718,6.995907777e-05,4.92289656716e-08,0.542819499341
21968201,0.973094170404,0.0,5.98052292371e-06,0.543032786885
22010527,0.98985801217,0.000157869918892,4.84815863374e-08,0.558243727599
22015750,0.359949302915,0.0,2.64332504915e-08,0.446704067321
22020084,0.0546006066734,0.0,1.90570519419e-05,0.461328976035
22030384,0.971193415638,7.39190255683e-05,4.85316654601e-08,0.548327137546
22030524,0.971659919028,7.39190255683e-05,4.85316654601e-08,0.615863141524
22033273,0.98985801217,0.000157869918892,4.84815863374e-08,0.552631578947
22036558,0.929447852761,9.5566740199e-05,5.02681397105e-08,0.626575028637
22036862,0.970149253731,6.995907777e-05,4.92289656716e-08,0.547297297297
22126409,0.0794430794431,0.0,4.65489541156e-06,0.144358794674
22173597,0.165517241379,0.0,3.8235696836e-06,0.225634178905
22201064,0.123966942149,0.0,3.23939484774e-06,0.191176470588
22207145,0.41312272175,0.000115102482671,8.73763636321e-08,0.508363201912
22278466,0.202806122449,0.0,1.98659094069e-05,0.360261117911
22294066,0.976635514019,6.995907777e-05,4.92289656716e-08,0.571142284569
22324329,0.971544715447,7.39190255683e-05,4.85316654601e-08,0.560714285714
22369946,0.972111553785,7.39190255683e-05,4.85316654601e-08,0.567986230637
22437394,0.654545454545,0.0,8.00134492379e-05,0.970027247956
22437649,0.2722,0.0,6.67571741164e-05,0.372647427854
22536061,0.985765124555,9.5566740199e-05,5.02681397105e-08,0.616120218579
22600059,0.0857142857143,0.0,4.08393720094e-07,0.326923076923
22600734,0.948051948052,0.000153909971094,4.21911826269e-08,0.854990583804
22635533,0.986206896552,9.34547680399e-05,4.95052524469e-08,0.510961214165
22638250,0.229126213592,0.0,1.4361184992e-05,0.553339115351
22710614,0.0,0.0,0.0,0.0
22727451,0.980519480519,0.0,8.67671447384e-06,0.555555555556
22728115,0.986206896552,9.34547680399e-05,4.95052524469e-08,0.507640067912
22737230,0.979057591623,5.33272970171e-05,4.79903005243e-08,0.567873303167
22755015,0.336945812808,0.0,2.95946672503e-05,0.564564564565
22779528,0.986206896552,0.000101638660156,5.03787287473e-08,0.509306260575
22798846,0.302904564315,0.00131998259943,5.3209977619e-08,0.369659982563
22812325,0.300751879699,0.0,2.79002958938e-06,0.48046875
22828425,0.978494623656,0.000101638660156,5.03787287473e-08,0.562352941176
22866925,0.971544715447,7.39190255683e-05,4.85316654601e-08,0.59
22930504,0.971544715447,7.39190255683e-05,4.85316654601e-08,0.6064
22936398,0.40395480226,0.000450114066407,3.57325079962e-08,0.42866365397
22951310,0.313725490196,0.00131998259943,7.46719301196e-08,0.471576589191
22994885,0.508438818565,0.0,3.30323114767e-05,0.75604734946
23026561,0.130171543895,0.0,0.000112367747839,0.557786702365
23081709,0.978021978022,9.5566740199e-05,5.02681397105e-08,0.572769953052
23106428,0.981042654028,5.33272970171e-05,4.79903005243e-08,0.665610142631
23132833,0.191449814126,0.0,1.11931599206e-05,0.480193236715
23140706,0.951768488746,9.5566740199e-05,5.02681397105e-08,0.694198623402
23211888,0.978835978836,5.33272970171e-05,4.79903005243e-08,0.597872340426
23212581,0.978142076503,5.33272970171e-05,4.79903005243e-08,0.64047151277
23213571,0.977777777778,5.33272970171e-05,4.79903005243e-08,0.508196721311
23218909,0.981566820276,5.33272970171e-05,4.79903005243e-08,0.602564102564
23220415,0.977653631285,5.33272970171e-05,4.79903005243e-08,0.514905149051
23222642,0.977900552486,5.33272970171e-05,4.79903005243e-08,0.56067961165
23222770,0.98347107438,6.995907777e-05,4.92289656716e-08,0.601317957166
23223395,0.977777777778,0.0,4.56502235989e-06,0.528795811518
23224966,0.977900552486,5.33272970171e-05,4.79903005243e-08,0.563855421687
23225055,0.983122362869,9.63587297586e-05,5.53309646782e-08,0.65652173913
23227322,0.983122362869,9.63587297586e-05,5.53309646782e-08,0.587826086957
23256627,0.978378378378,5.33272970171e-05,4.79903005243e-08,0.60970464135
23258087,0.977777777778,5.33272970171e-05,4.79903005243e-08,0.6
23264234,0.975903614458,5.33272970171e-05,4.79903005243e-08,0.704099821747
23264411,0.975757575758,5.33272970171e-05,4.79903005243e-08,0.541666666667
23276140,0.986348122867,0.000101638660156,5.03787287473e-08,0.533439490446
23396217,0.205761316872,0.0,5.2166019845e-06,0.322175732218
23413533,0.866,0.000307291949148,6.60285664947e-08,0.543795620438
23498472,0.295384615385,0.000214365174148,4.95779052289e-08,0.417040358744
23510169,0.986254295533,0.0,8.15994442673e-06,0.554364471669
23567222,0.362030905077,0.0,1.50352328796e-05,0.595896520963
23571734,0.429104477612,0.0,8.18241268965e-06,0.403781979978
23748269,0.217261904762,0.0,3.5764187915e-06,0.31983805668
23749423,0.985,0.0,3.01339055603e-05,0.690721649485
23770754,0.337579617834,0.0,2.64332504915e-08,0.411985018727
23808818,0.24310002208,0.000286964217117,3.77155630788e-08,0.524714030853
23847948,0.102725366876,5.33272970171e-05,3.04048666695e-08,0.248818897638
23871022,0.428571428571,0.0,2.62918326014e-05,0.722943722944
24080811,0.866580310881,0.000101374663636,4.00556750828e-08,0.866250866251
24104971,0.331300813008,0.000450114066407,3.57325079962e-08,0.835561497326
24164443,0.537151702786,0.0,5.11417313885e-05,0.778842862034
24176877,0.485294117647,0.0,2.64332504915e-08,0.69710467706
24197313,0.207171314741,0.0,0.000112367747839,0.539548937089
24212931,0.972762645914,7.39190255683e-05,4.85316654601e-08,0.692215568862
24214354,0.975177304965,7.39190255683e-05,4.85316654601e-08,0.648816936488
24215049,0.97265625,7.39190255683e-05,4.85316654601e-08,0.668393782383
24225420,0.972,7.39190255683e-05,4.85316654601e-08,0.52380952381
24255637,0.528362183755,0.0,6.26230137395e-05,0.425928757071
24295753,0.865051903114,0.00131998259943,2.21755511562e-07,0.756529064869
24310877,0.972222222222,7.39190255683e-05,4.85316654601e-08,0.544303797468
24312330,0.972972972973,7.39190255683e-05,4.85316654601e-08,0.659210526316
24314585,0.972549019608,7.39190255683e-05,4.85316654601e-08,0.620535714286
24316334,0.972222222222,7.39190255683e-05,4.85316654601e-08,0.600633914422
24317219,0.972222222222,7.39190255683e-05,4.85316654601e-08,0.587561374795
24317499,0.972111553785,7.39190255683e-05,4.85316654601e-08,0.578859060403
24317752,0.97233201581,7.39190255683e-05,4.85316654601e-08,0.603448275862
24319210,0.973782771536,7.39190255683e-05,4.85316654601e-08,0.559405940594
24383229,0.970833333333,7.39190255683e-05,4.85316654601e-08,0.630200308166
24384122,0.97233201581,7.39190255683e-05,4.85316654601e-08,0.612557427259
24386212,0.972111553785,7.39190255683e-05,4.85316654601e-08,0.593851132686
24386710,0.33734939759,0.0,1.08244160763e-06,0.361538461538
24416289,0.986206896552,9.34547680399e-05,4.95052524469e-08,0.518272425249
24466910,0.97233201581,7.39190255683e-05,4.85316654601e-08,0.603448275862
24649019,0.972,7.39190255683e-05,4.85316654601e-08,0.528301886792
24663107,0.303652968037,0.0,5.8457133462e-06,0.371592539455
24725275,0.194029850746,0.0,1.03750508179e-06,0.251396648045
24801407,0.118279569892,0.0,1.08244160763e-06,0.335714285714
24816799,0.893063583815,0.000198525382955,5.04870664112e-08,0.73984962406
24984561,0.302752293578,0.0,1.04741755073e-05,0.321576763485
25008278,0.976608187135,0.0,4.49761757113e-06,0.537837837838
25008627,0.985663082437,5.25353074574e-05,4.87898290615e-08,0.526315789474
25009142,0.98275862069,5.25353074574e-05,4.87898290615e-08,0.5477582846
25054335,0.978835978836,5.25353074574e-05,4.87898290615e-08,0.516624040921
25085431,0.296875,0.0,2.16091822768e-06,0.42600896861
25121744,0.310719834283,0.0,5.8915750358e-05,0.57579086116
25184645,0.423658155289,0.00131998259943,7.46719301196e-08,0.483306408185
25258953,0.744761904762,0.0,1.61361777626e-05,0.57729468599
25295146,0.972111553785,7.39190255683e-05,4.85316654601e-08,0.587848932677
25484842,0.22505800464,0.0,9.17101625803e-06,0.320724980299
25693756,0.307059629883,0.00131998259943,4.55357676242e-08,0.378355347252
25711830,0.170355731225,0.0,2.05174890315e-05,0.264962231261
25759948,0.429037520392,0.0,1.00697467747e-05,0.421698113208
25793082,0.789719626168,0.000637287599006,4.70064427056e-08,0.894085622371
25911628,0.518987341772,0.0,2.64332504915e-08,0.474209650582
25965427,0.372881355932,0.0,9.26088930971e-06,0.537254901961
26022358,0.89356277884,0.0,3.68743844357e-05,0.511062636335
26061230,0.546896551724,0.0,3.71664718536e-05,0.532710280374
26135125,0.567039106145,0.0,3.12348504433e-05,0.659857482185
26152572,0.307116104869,0.0,9.44063541305e-06,0.439664218258
26192354,0.3125,0.0,4.98266771765e-07,0.396226415094
26203719,0.548489666137,0.0013062547804,1.94617393628e-07,0.45775862069
26261259,0.324675324675,0.0,9.25163767203e-07,0.34188034188
26621229,0.477559607293,9.10787993609e-05,3.66044602816e-08,0.490168037183
26967415,0.143661971831,0.0,5.14919719575e-06,0.391080617496
26970502,0.612903225806,0.0,1.55295346638e-05,0.735607675906
27014940,0.16393442623,0.0,3.55395052859e-06,0.222379603399
27119540,0.906752411576,0.0,3.11000408658e-05,0.816410861865
27241975,0.182352941176,0.0,4.47514930822e-06,0.538043478261
27244453,0.147482014388,0.000523241102415,6.72465595438e-08,0.748643761302
27292659,0.579185520362,0.0,1.65181382322e-05,0.525411596278
27327680,0.4,0.0,1.75648949516e-06,0.65811965812
27372659,0.306320907618,0.000292244147515,6.11852706154e-08,0.524653312789
27422705,0.254079254079,0.0,4.18306189028e-06,0.301302931596
27493957,0.740506329114,0.0,8.29475400424e-06,0.699619771863
27570114,0.246376811594,0.0,8.54190489634e-06,0.578625954198
27582887,0.214285714286,0.0,1.50577011425e-05,0.959827833572
27611640,0.232258064516,0.0,4.02578404986e-06,0.534534534535
27623289,0.182008368201,0.0,3.55395052859e-06,0.247244094488
27679500,0.355140186916,0.0,2.70015653771e-06,0.526548672566
27746415,0.266209476309,0.0,1.69675034905e-05,0.319762510602
27762544,0.447916666667,0.0,1.66080112838e-05,0.719298245614
27785160,0.666666666667,0.0,4.5874906228e-06,0.828571428571
28063382,0.262405382675,0.0,9.84506414557e-06,0.268757687577
28088585,0.210391822828,0.0,7.43514469826e-05,0.58486562942
28140565,0.392917369309,0.0,1.04966437702e-05,0.440037771483
28298712,0.673774954628,0.0,6.5768570548e-05,0.57037037037
28363979,0.139240506329,0.0,5.43203297601e-07,0.225490196078
28414223,0.168377823409,0.0,6.2276738158e-06,0.361730013106
28433521,0.250353606789,0.0,6.78938038875e-06,0.298611111111
28588774,0.464646464646,0.0,5.68843550578e-06,0.56
28605490,0.10861423221,0.0,1.19795491228e-05,0.665832290363
28687359,0.835,0.0,0.000112367747839,0.5
28757342,0.0607082630691,0.0,1.5542751289e-06,0.102874432678
28758925,0.598214285714,0.000355075319248,6.71770061868e-08,0.501976284585
28845598,0.834090909091,0.0,1.83155992656e-05,0.649122807018
28962012,0.328671328671,0.0,3.48654573983e-06,0.518518518519
29062641,0.335051546392,0.0,9.59791325347e-06,0.523341523342
29115886,0.170526315789,0.00131998259943,7.46719301196e-08,0.319484240688
29293281,0.732903225806,0.0,8.04852827591e-05,0.822084481175
29396889,0.151351351351,0.000380946978196,3.70453767496e-08,0.421875
29485766,0.283333333333,0.0,1.10490987055e-06,0.444444444444
29510629,0.0753246753247,0.0,1.91376733559e-06,0.179104477612
29536164,0.555910543131,0.0,9.53050846472e-06,0.57472826087
29710654,0.131433095804,0.0,1.16874617048e-05,0.291245791246
29745877,0.679648241206,0.0,3.04259929783e-05,0.62959516054
29770248,0.10615199035,0.0,2.99224395564e-06,0.137356919875
29867936,0.752,0.0,3.48297725102e-05,0.63902640264
29922606,0.802533532042,0.0,5.68486701696e-05,0.65331955567
30059111,0.133704735376,0.0,5.82324508328e-06,0.418152350081
30089873,0.165366614665,0.0,1.59114951334e-05,0.524480712166
30146653,0.13963963964,0.0,7.93526179756e-06,0.442211055276
30147416,0.807889759524,0.0,0.000112367747839,0.574646592346
30240322,0.15841223598,0.0,1.40466293112e-05,0.185163204748
30429133,0.691756272401,0.0,1.01371515635e-05,0.617283950617
30566308,0.613801452785,0.0,3.98401951408e-05,0.682063125481
30750923,0.59217877095,0.0,3.5764187915e-06,0.46884272997
