,id,url_unique_ratio,hashtag_ratio,username_ratio,username_unique_ratio,similarity_ratio_1,similarity_ratio_2
36,2397183571,0.08,0.45,1.0,0.075,0.195214483011,0.00812670128308
37,2394739177,0.08,0.2,1.0,0.19,0.181140999113,0.060025521724
38,3437529573,0.588235294118,0.352941176471,0.823529411765,1.29411764706,0.156901041667,0.00376610311918
39,3439019733,0.085,0.55,1.0,0.12,0.184817633852,0.00741388111463
40,2825384313,None,None,None,None,None,None
41,3171975138,0.4,0.35,1.0,1.4,0.18779227172,0.0213110100669
42,3347164013,0.04,0.45,0.9,0.095,0.205758340203,0.00565154661548
43,2595268016,None,None,None,None,None,None
44,705765857960599554,0.065,0.7,1.0,0.175,0.207026379161,0.00830961609567
45,1237363393,0.285714285714,0.25,0.35,0.571428571429,0.118695652174,0.00499900875986
46,2688986011,0.075,0.55,1.0,0.1,0.203295980507,0.00690537384279
47,3330290453,0.294117647059,0.588235294118,1.0,1.70588235294,0.157894736842,0.0105762779177
48,3302504193,None,None,None,None,None,None
49,3346345227,0.06,0.4,1.0,0.19,0.1898004704,0.00634994284316
50,1311456667,0.03,0.05,0.5,0.05,0.168626839337,0.00800993508619
51,2887479128,None,None,None,None,None,None
52,548855295,0.08,0.25,1.0,0.12,0.172195172755,0.0129382261049
53,2398614422,0.065,0.0,0.9,0.085,0.161873695965,0.00699573920159
54,26203719,0.005,0.05,0.7,0.04,0.0851366037898,0.0105382468924
55,232804792,0.0,0.0,0.1,0.01,0.17825918723,0.0779269296357
56,219404734,0.035,0.25,0.95,0.08,0.151984804405,0.00643943872924
57,43136801,0.005,0.05,0.65,0.04,0.054268445777,0.0157380124992
58,162018954,0.02,0.0,0.3,0.01,0.112128534646,0.00415662235547
59,22710614,0.0,0.142857142857,0.142857142857,0.0714285714286,0.207547169811,0.0958207461409
60,119065059,0.04,0.4,0.65,0.075,0.117186753746,0.0708147088179
61,532556025,0.07,0.55,0.95,0.105,0.108122598124,0.015172815542
62,2312903347,0.045,0.15,0.4,0.02,0.130015867637,0.0145121210912
63,446546808,0.035,0.35,0.95,0.06,0.153915597571,0.0187176835604
64,3146523464,0.035,0.0,0.55,0.05,0.0943914361625,0.00985185087913
65,1395374546,0.04,0.05,0.95,0.08,0.171884710911,0.0125876722191
66,46695342,0.06,0.05,0.75,0.08,0.111019859255,0.00775797405896
67,19849696,0.045,0.05,0.7,0.08,0.136156602043,0.014286547582
68,70797051,0.08,0.05,0.8,0.1,0.146046276765,0.00870758282165
69,21388359,0.01,0.55,0.35,0.03,0.118904698301,0.0078032786309
70,986137579,0.04,0.0,0.7,0.06,0.0918817281154,0.0165251213747
71,406828178,0.03,0.4,0.75,0.09,0.0922677905657,0.0151129862887
72,3035191778,0.0,1.0,1.0,1.0,0,0
73,54125633,0.045,0.8,0.9,0.12,0.154944728091,0.0148893867434
74,119702452,0.04,0.15,0.45,0.04,0.119928981739,0.0154741197791
75,67253599,0.095,0.05,0.45,0.045,0.0801926298157,0.0506235970691
76,48357793,0.015,0.2,0.1,0.01,0.132310297005,0.0198889173075
77,625400643,0.03,0.3,1.0,0.085,0.127793718839,0.012108521302
78,237378862,0.015,0.1,0.95,0.07,0.10477954454,0.00988443844369
79,376585827,0.055,0.1,0.5,0.035,0.0777610095204,0.00640463836537
80,401575582,0.05,0.35,0.75,0.075,0.0929807465719,0.0111176998021
81,573300206,0.03,0.4,0.55,0.045,0.10709080343,0.00773207069472
82,29293281,0.005,0.0,0.65,0.04,0.172575289392,0.0178895500505
83,80000814,0.055,0.25,0.7,0.1,0.125941390416,0.00738119565606
84,40247721,0.09,0.6,0.55,0.0,0.0990499854747,0.0120862265005
85,783425629,0.035,0.0,0.5,0.05,0.162594863314,0.0130828575242
86,129586152,0.10101010101,1.0,0.1,0.010101010101,0.153364439659,0.0348381939472
87,372841412,0.09,0.4,0.9,0.05,0.172137982489,0.00460401459689
88,83585169,0.065,0.0,0.35,0.035,0.0720825261336,0.0051813720445
89,58789772,0.065,0.2,0.65,0.06,0.100220180105,0.0292799876584
90,282427769,0.05,0.05,0.85,0.1,0.154136483282,0.0155442165736
91,2630889296,0.145454545455,0.2,0.55,0.0727272727273,0.105609636529,0.0168985401566
92,225241810,0.06,0.0,0.85,0.035,0.155518225131,0.0125585705394
93,125541841,0.04,0.55,0.55,0.055,0.135171761909,0.0189457509396
94,701942407,0.05,0.05,0.3,0.02,0.111561879956,0.00768498480532
95,116356889,0.05,0.2,0.5,0.02,0.130670022336,0.0137639925559
96,7004532,0.035,0.15,0.8,0.08,0.121138835387,0.0263283054483
97,2425786212,0.1,0.0,0.05,0.005,0.138709993957,0.0620217788092
98,8711952,0.07,0.5,0.9,0.075,0.114420511267,0.0147640691133
99,107719682,0.085,0.1,0.55,0.045,0.108119315361,0.0092982028872
100,17436585,0.08,0.25,0.65,0.065,0.13245049759,0.0168494403577
101,1727495887,0.06,0.0,0.6,0.045,0.12626258985,0.0057943307536
102,785080,0.04,0.0,0.6,0.07,0.137143144772,0.0129911564563
103,771812148,0.02,0.2,0.8,0.09,0.0829269095066,0.00517630048944
104,202355526,0.08,0.3,0.5,0.075,0.155228495185,0.00807091584029
105,714301764,0.04,0.55,0.45,0.05,0.12122488691,0.0121296208124
106,2568431617,0.095,0.0,1.0,0.04,0.20142399097,0.010098285111
107,474152548,0.055,0.4,0.85,0.11,0.100931256029,0.0130667844675
108,28140565,0.035,0.05,0.55,0.05,0.137845084352,0.012376511044
109,293212315,0.025,0.05,0.45,0.055,0.15110729527,0.0108553890429
110,1566113330,0.075,0.1,0.7,0.065,0.1569278014,0.0237987217742
111,2242993111,0.055,0.0,0.65,0.06,0.112711494886,0.00856397126295
112,110087402,0.05,0.35,0.6,0.03,0.101760772366,0.0135482093177
113,22437649,0.07,0.1,0.4,0.035,0.105631785872,0.0114055907826
114,6134312,0.095,0.7,0.5,0.01,0.101660566206,0.07053387562
115,1662017995,0.025,0.0,0.7,0.04,0.109189922828,0.0103243068651
116,44850701,0.0,0.45,0.35,0.005,0.0942074995918,0.0319913125651
117,708043502,0.07,0.0,0.9,0.09,0.177292576419,0.00781794263743
118,2604252163,0.06,0.15,0.7,0.065,0.137015742869,0.0144708661216
119,292928265,0.055,0.15,0.85,0.04,0.13567839196,0.00980662841649
120,43289403,0.055,0.35,0.75,0.095,0.110190047984,0.00511267294873
121,1124364168,0.08,0.4,0.9,0.105,0.125108821069,0.0188094689544
122,231957917,0.07,0.05,0.85,0.08,0.204666504328,0.0197796351741
123,73237856,0.02,0.6,1.0,0.09,0.113733285593,0.0195854036262
124,312299420,0.06,0.3,0.45,0.04,0.111141811778,0.00899058818678
125,15455450,0.0578947368421,0.75,1.0,0.105263157895,0.18254446645,0.0231464017551
126,2574860244,None,None,None,None,None,None
127,2402922414,0.121212121212,0.15,0.75,0.545454545455,0.156839622642,0.0176737500312
128,87334609,0.095,0.75,0.4,0.025,0.137928878844,0.0131062936035
129,2246800628,0.035,0.0,0.55,0.05,0.105288050158,0.0227675649877
130,77558505,0.04,0.0,0.5,0.02,0.144453124089,0.0234505947396
131,2230659451,0.005,0.05,1.0,0.02,0.204629705907,0.0352478036005
132,812919140,0.05,0.45,0.9,0.065,0.168332702941,0.00547608737548
133,461572767,0.005,0.0,0.4,0.04,0.134875720886,0.0234448367497
134,609166669,0.055,0.0,0.85,0.09,0.201612032599,0.00872046404486
135,28588774,0.04,0.0,0.6,0.045,0.123641687113,0.00990873188332
136,13260592,0.085,0.65,0.75,0.18,0.137438786288,0.0609210883131
137,756433608,0.05,0.0,0.9,0.085,0.161339548233,0.009224778588
138,16142914,0.05,0.3,0.2,0.02,0.112556432958,0.00736518877984
139,47637732,0.03,0.2,0.75,0.075,0.126528707734,0.104060358528
140,313789678,0.075,0.15,1.0,0.1,0.163603091654,0.00589463872818
141,31135311,0.08,0.75,0.6,0.105,0.139334150293,0.0115679826748
142,379274779,0.025,0.0,0.55,0.045,0.101355340672,0.00902924025782
143,1021352646,0.05,0.1,0.95,0.105,0.192299988939,0.00657847457536
144,3031860812,0.1875,0.65,0.8,0.140625,0.173561129286,0.0152877069298
145,27292659,0.035,0.1,1.0,0.06,0.120196718823,0.0124753877583
146,36381609,0.085,0.35,0.9,0.11,0.128451823593,0.0149779631531
147,1403557327,None,None,None,None,None,None
148,43573115,0.1,0.1,0.55,0.025,0.107849104678,0.0391305678325
149,245812733,0.05,0.2,0.55,0.04,0.109730425769,0.00765627070667
150,7246122,0.03,0.25,0.9,0.13,0.133875484292,0.0363440307668
151,278866572,0.0,0.0,0.95,0.09,0.146536037502,0.0079554003304
152,2810008564,None,None,None,None,None,None
153,2339482580,0.035,0.0,0.9,0.065,0.195180803796,0.0121351547033
154,6834152,0.075,0.15,0.8,0.145,0.15176160654,0.00584001463107
155,116537112,0.05,0.35,1.0,0.105,0.117812518836,0.0214893569759
156,159691975,0.065,0.25,0.9,0.07,0.185397754904,0.0086549910647
157,256741082,0.045,0.05,0.7,0.045,0.118154739583,0.0103396339976
158,595387862,0.025,0.05,0.4,0.055,0.132413423804,0.00951526461282
159,9664862,0.1,0.8,0.9,0.085,0.096996311184,0.0735498956507
160,5682702,0.0,0.15,0.1,0.01,0.105238707631,0.0271635279635
161,151289371,0.045,0.25,0.9,0.1,0.127123822379,0.0118406859835
162,15595027,0.005,0.05,0.65,0.055,0.14022996603,0.0123209279986
163,330169460,0.075,0.0,0.85,0.085,0.197662710584,0.00878907222313
164,876297067,0.025,0.05,0.9,0.045,0.119172586431,0.011346941503
165,806975,0.09,0.25,0.25,0.05,0.0972934656882,0.00482271845871
166,463045937,0.0,0.1,0.05,0.0,0.20299988608,0.0530739312034
167,34308947,0.035,0.2,0.4,0.045,0.15347385897,0.0251429004061
168,516091870,0.0,0.0,0.45,0.025,0.12789364261,0.0137181465153
169,2209565230,0.05,0.0,0.85,0.08,0.187185011985,0.0137043363029
170,209439268,0.09,0.05,0.4,0.05,0.118035632709,0.00570719711275
171,533547779,0.035,0.05,0.6,0.045,0.142485842249,0.0243559790235
172,55769013,0.01,0.4,0.7,0.065,0.119117503931,0.00555971835391
173,632685533,0.176470588235,0.0588235294118,0.882352941176,0.529411764706,0.158163265306,0.00961964275238
174,1617515642,0.055,0.0,0.95,0.09,0.202645714215,0.01248850058
175,456150594,0.06,0.05,0.7,0.065,0.116254399288,0.0106466718134
176,1136566969,0.035,0.5,0.85,0.075,0.126857184362,0.0166557767955
177,1192626410,0.055,0.05,0.9,0.09,0.187005296754,0.0162388091831
178,742326175,0.005,0.05,0.1,0.01,0.0920395280624,0.0178806446171
179,564336147,0.045,0.0,0.35,0.05,0.14297835943,0.0115337641271
180,589910604,0.035,0.0,0.35,0.02,0.13261611609,0.0115494370995
181,2347555622,0.05,0.3,0.65,0.1,0.145102965809,0.020343810425
182,797268164,0.005,0.1,0.35,0.025,0.0997538781581,0.00845782186626
183,23808818,0.075,0.25,0.5,0.03,0.141255621813,0.0227415542399
184,7046912,0.065,0.45,0.8,0.13,0.143170547962,0.0342602774592
185,2808620294,None,None,None,None,None,None
186,3888491,0.065,0.2,0.85,0.09,0.120396354065,0.00948377669108
187,1148751751,0.07,0.2,0.8,0.09,0.136186663261,0.00976430252355
188,635818294,0.05,0.35,0.75,0.075,0.143160975198,0.00828329458917
189,2331598592,0.085,0.5,0.6,0.05,0.120725082904,0.0371411188603
190,2193114259,0.045,0.0,0.8,0.065,0.172291300601,0.0187387626855
191,79168933,0.07,0.3,0.7,0.08,0.0871263368123,0.00584979998736
192,206570295,0.03,0.3,0.95,0.05,0.183680808623,0.0116086877799
193,572969576,0.065,0.0,0.85,0.07,0.204380278553,0.00524690720191
194,347709470,0.07,0.1,0.65,0.045,0.125544767578,0.00874401354632
195,62739096,0.04,0.6,0.8,0.075,0.120172978504,0.0402891078338
196,84482024,0.015,0.35,1.0,0.085,0.146024494768,0.0129070100266
197,14824425,0.07,0.15,0.85,0.095,0.126672700177,0.0049964863316
198,412767501,0.025,0.1,0.6,0.055,0.108859875226,0.0140107264966
199,30759478,0.075,0.15,0.95,0.1,0.166575062814,0.0164565018114
200,45859110,0.035,0.05,0.65,0.045,0.117788564392,0.0108322087065
201,84464758,0.085,0.1,0.6,0.08,0.137652773261,0.00444580009314
202,2730458366,0.04,0.0,0.35,0.035,0.130059862723,0.0127088738475
203,2967176515,0.055,0.0,0.75,0.04,0.131075223445,0.0118700148359
204,593724411,0.07,0.0,0.1,0.015,0.082964464898,0.00703590257723
205,43964510,0.07,0.15,0.5,0.05,0.0994006919845,0.00975028703143
206,52660118,0.04,0.1,0.85,0.06,0.130504005174,0.00658244108344
207,2925459516,0.065,0.4,0.85,0.055,0.165445261921,0.00637209096349
208,144976887,0.075,0.5,0.75,0.06,0.135085706545,0.00620803852605
209,568015457,0.04,0.0,0.75,0.065,0.130983866702,0.00486792911577
210,90229508,0.05,0.4,1.0,0.095,0.136024742819,0.0134998039801
211,2739111941,None,None,None,None,None,None
212,2828821663,None,None,None,None,None,None
213,29710654,0.025,0.0,0.7,0.035,0.141499128126,0.0222875591756
214,17748368,0.035,0.1,0.8,0.06,0.158138018336,0.0186060203806
215,48552476,0.035,0.0,0.9,0.06,0.141439130384,0.0137785097099
216,496168830,0.08,0.15,0.15,0.01,0.11148875928,0.00679028547661
217,3054142278,0.07,0.8,0.8,0.08,0.125480273859,0.0128493903624
218,406817411,0.03,0.0,0.65,0.075,0.141268426959,0.00731232231164
219,14443013,0.065,0.5,0.45,0.07,0.10896881745,0.00883388327386
220,69843045,0.0,0.2,1.0,0.12,0.12028576716,0.0273953014131
221,74602378,0.0,0.0,0.1,0.01,0.128049887994,0.0218619691545
222,2662897087,0.01,0.0,0.2,0.02,0.0652753965908,0.00745266185625
223,1476770959,0.085,0.0,0.95,0.08,0.160194463441,0.00910751742729
224,126921664,0.03,0.1,0.1,0.01,0.122029612576,0.00960332324823
225,29115886,0.085,0.05,0.2,0.025,0.11002102597,0.017654108026
226,451417227,0.025,0.05,0.85,0.05,0.125501091619,0.0147970786275
227,340396112,0.05,0.35,0.8,0.085,0.124728501844,0.0833940301694
228,115785153,0.02,0.0,0.6,0.045,0.125598406232,0.0103172322823
229,704248286,0.025,0.05,0.5,0.075,0.149975228254,0.0404038061314
230,1547325224,0.03,0.1,0.75,0.08,0.207353299706,0.0125218274158
231,21634018,0.03,0.2,1.0,0.125,0.105160327297,0.0140919174516
232,977387497,0.05,0.0,1.0,0.105,0.170562408,0.00841571988068
233,302841108,0.07,0.8,0.25,0.03,0.191040329338,0.135785863323
234,14573824,0.06,0.0,0.6,0.045,0.109182862448,0.0040058615335
235,3873101,0.015,0.15,0.15,0.01,0.0263177750615,0.00186012006
236,853279890,0.065,0.0,0.85,0.075,0.153513818276,0.00831423451227
237,149587895,0.07,0.7,0.85,0.1,0.10648714264,0.0101320769321
238,19190434,0.05,0.25,0.6,0.085,0.10853784367,0.00868893838054
239,315478329,0.08,0.0,0.95,0.09,0.220792435699,0.0058818437456
240,405166123,0.075,0.0,0.1,0.015,0.128854340066,0.00628821736677
241,2471671369,0.005,0.0,0.05,0.0,0.182759170912,0.0219153126241
242,601401812,0.075,0.0,0.8,0.07,0.177258592837,0.0104256864667
243,531212295,0.1,0.35,0.2,0.005,0.138998440478,0.0116532933065
244,33999110,0.095,0.2,0.7,0.025,0.113850297238,0.00836104581352
245,2881123344,None,None,None,None,None,None
246,50598277,0.06,0.3,0.85,0.09,0.144814784783,0.0160183246927
247,80988429,0.035,0.0,0.1,0.01,0.196629653155,0.0436102745096
248,541506684,0.03,0.0,0.05,0.0,0.110136604347,0.0149592584885
249,430588488,0.03,0.4,0.8,0.065,0.148800089576,0.0171301067073
250,182276961,0.05,0.15,0.6,0.05,0.129859825443,0.00890979107444
251,1655718626,0.075,0.6,0.85,0.105,0.159352535672,0.0129130219798
252,1465761582,0.0,0.05,0.1,0.01,0.110135422877,0.0101191785159
253,503262878,0.04,0.35,0.85,0.08,0.145721885988,0.0100860094488
254,1580923315,0.02,0.0,0.2,0.02,0.100819713184,0.0143690428312
255,2988136898,0.1,0.0,0.05,0.015,0.231618023737,0.174562567035
256,2807953832,None,None,None,None,None,None
257,170185613,0.03,0.0,0.8,0.065,0.080821603045,0.00729687089157
258,51465730,0.035,0.3,0.5,0.05,0.12795388807,0.00838405429052
259,2260634148,0.015,0.15,0.8,0.03,0.167160244041,0.0167967721641
260,1890978697,0.0,0.15,0.15,0.005,0.115793323547,0.0195337714748
261,17127177,0.06,0.3,0.65,0.105,0.132024636199,0.0076917687949
262,566099034,0.0,0.2,0.2,0.02,0.0821063974392,0.00926094475727
263,140356430,0.055,0.15,0.6,0.1,0.12777318053,0.00796801392055
264,2267842723,0.07,0.0,0.95,0.07,0.180418510463,0.00800957149689
265,990902802,0.025,0.05,0.6,0.045,0.141321514404,0.0152520177941
266,17608721,0.07,0.45,0.8,0.045,0.0960179382971,0.0145084690225
267,211449302,0.04,,,0.04,0.0813774118616,0.00402077188847
268,888320442,0.05,0.3,0.9,0.13,0.141991546179,0.0136740853058
269,2877874706,None,None,None,None,None,None
270,85782515,0.120481927711,0.15,0.6,0.10843373494,0.0904586246765,0.00289891039725
271,1941490830,0.08,0.0,0.85,0.085,0.191923213498,0.0107314897721
272,2577885343,None,None,None,None,None,None
273,354010930,0.075,0.05,0.85,0.045,0.131327902211,0.0142280528413
274,243819894,0.095,0.05,1.0,0.08,0.209005647082,0.00791140221391
275,59104830,0.06,0.15,0.8,0.08,0.130623164493,0.0116198873794
276,338055297,0.05,0.0,0.9,0.105,0.163896405102,0.00519248716558
277,2918891071,0.04,0.0,0.4,0.035,0.111575089847,0.0107355004004
278,578266551,0.06,0.35,0.7,0.055,0.118396975636,0.00809237479922
279,365257073,0.02,0.05,1.0,0.085,0.0985498292781,0.0122299817567
280,1083991861,0.06,0.05,0.75,0.07,0.146534589882,0.00618160181227
281,268773741,0.04,0.5,0.75,0.07,0.117713043661,0.0346637392925
282,438362574,0.04,0.05,0.4,0.04,0.13983789192,0.00878702757738
283,40241204,0.025,0.15,0.75,0.095,0.0864001098889,0.00357757261944
284,1908684955,0.085,0.3,0.9,0.065,0.180160506414,0.00820666970025
285,1220963168,0.166666666667,0.416666666667,0.166666666667,0.166666666667,0.115702479339,0.010323880874
286,2457848317,None,None,None,None,None,None
287,311262395,0.065,0.15,0.8,0.075,0.166724094471,0.0121169647218
288,63830658,0.05,0.15,0.6,0.055,0.108118348576,0.00671975710406
289,450860458,0.02,0.0,0.45,0.04,0.0868354511411,0.0091831703837
290,292913844,0.025,0.0,0.35,0.02,0.148841869572,0.0107365623857
291,1433206302,0.025,0.05,0.5,0.04,0.094987422248,0.0109809469884
292,737521098,0.065,0.05,0.85,0.09,0.175895599601,0.00836748799374
293,49240687,0.035,0.0,0.65,0.065,0.112732977055,0.00605600643204
294,2462247966,None,None,None,None,None,None
295,270654915,0.075,0.05,0.95,0.095,0.172998500355,0.0104690754515
296,2007021,0.085,0.25,0.7,0.105,0.0799129963044,0.0106221903071
297,623599125,0.015,0.0,0.15,0.015,0.114229824924,0.0342451502578
298,68406780,0.055,0.0,0.95,0.11,0.143950691472,0.00570657395486
299,332238901,0.01,0.0,0.4,0.04,0.120686203911,0.0150906798814
300,1895160985,0.045,0.25,0.8,0.08,0.143038089956,0.00657220723474
301,47740610,0.03,0.1,0.8,0.085,0.0905273332113,0.0579417974445
302,107821380,0.045,0.0,0.85,0.06,0.103458840399,0.0243237745715
303,1382561,0.02,0.1,0.95,0.085,0.114854239015,0.00991693059396
304,225683965,0.065,0.0,0.6,0.06,0.135174950538,0.0104485981143
305,716455623,0.06,0.05,0.75,0.06,0.158690489846,0.01180023789
306,3023729952,0.02,0.0,0.3,0.015,0.0930622102762,0.00419497995275
307,110273768,0.015,0.9,0.2,0.015,0.0812882538842,0.025704319984
308,933183398,0.04,0.0,0.85,0.085,0.182275634653,0.0188616405701
309,2314131617,0.035,0.2,0.7,0.02,0.169949908525,0.0449939068953
310,45186390,0.025,0.2,0.45,0.02,0.109382053406,0.0101593496006
311,566109750,0.035,0.0,0.6,0.03,0.15144955547,0.00966686601441
312,546074374,0.065,0.05,1.0,0.095,0.190836326595,0.00514089216782
313,462534253,0.085,0.05,0.55,0.06,0.120795262177,0.00562020691717
314,370263238,0.02,0.05,0.4,0.025,0.0759294307033,0.0081934329119
315,2778387798,None,None,None,None,None,None
316,293853413,0.05,0.15,0.75,0.075,0.19835981148,0.0120615640553
317,2324541288,0.0,0.9,0.75,0.09,0.199768179859,0.0309474659377
318,40368888,0.04,0.1,0.05,0.005,0.141297549738,0.00933626378026
319,1012081039,0.035,0.65,0.75,0.065,0.20546766449,0.0205615327419
320,5820222,0.045,0.15,0.6,0.065,0.100738027776,0.0117891690545
321,1195136336,0.0,0.0,0.35,0.025,0.0595277110189,0.00760128957703
322,571602303,0.0602409638554,0.9,0.1,0.0120481927711,0.167947049839,0.122002416253
323,763086512,0.0,0.95,0.0,0.0,0.261234046178,0.0136835150397
324,460232733,0.05,0.35,0.45,0.04,0.0973202496414,0.0492187506789
325,368766578,0.005,0.2,1.0,0.05,0.207015640507,0.0167898925122
326,6296742,0.03,0.05,0.75,0.07,0.113368303148,0.00747602322473
327,378028393,0.128205128205,0.15,0.7,0.358974358974,0.139551291096,0.0306711375943
328,1403795054,0.05,0.0,0.7,0.05,0.178093932868,0.0111665589575
329,70142270,0.04,0.0,0.7,0.055,0.115360915111,0.00535757087947
330,2957860783,0.075,0.05,0.95,0.08,0.157122058893,0.0200665796507
331,2223611410,0.04,0.1,0.7,0.085,0.122378166178,0.00945608624237
332,2323069159,0.045,0.0,0.5,0.05,0.13325056816,0.00804384258069
333,2573468022,0.015,0.05,0.15,0.015,0.162263191979,0.0294920776354
334,474513196,0.06,0.15,0.55,0.06,0.139606709346,0.00716857327417
335,47417665,0.045,0.2,0.9,0.095,0.127970290956,0.00869247925375
336,2722021425,0.06,0.1,1.0,0.14,0.166378998562,0.00558380721977
337,1066996903,0.04,0.05,0.55,0.045,0.175725354194,0.0128016631134
338,86805382,0.055,0.15,0.55,0.035,0.142160075741,0.00342715854397
339,1098069500,0.035,0.0,0.7,0.075,0.0892182353429,0.00667028524137
340,2568104706,0.035,0.0,0.15,0.01,0.0808960316174,0.0107802470679
341,2579534268,None,None,None,None,None,None
342,262100774,0.025,0.2,0.75,0.045,0.0827212988017,0.0248397602244
343,3044923343,0.01,0.25,0.85,0.1,0.127657288819,0.0154177164579
344,2237494153,0.02,0.05,0.7,0.04,0.122908838487,0.013272589088
345,401032062,0.02,0.05,0.35,0.03,0.143653639096,0.00363579448125
346,198656514,0.03,0.1,0.05,0.005,0.110804282099,0.013268402812
347,620404975,0.01,0.6,0.95,0.09,0.12575754308,0.00828642788361
348,2351779201,0.07,0.0,0.85,0.085,0.183291026651,0.0161578383609
349,127895572,0.02,0.65,0.25,0.03,0.127381202591,0.00759933624309
350,245133290,0.01,0.0,0.15,0.01,0.144859085958,0.0357914619965
351,208388521,0.095,0.05,1.0,0.01,0.179399838636,0.00714985848581
352,348393966,0.085,0.15,0.7,0.06,0.155366823468,0.0357833658474
353,1882244610,0.03,0.0,0.55,0.05,0.176969503603,0.0169041709711
354,80976396,0.065,0.05,0.65,0.075,0.159775993466,0.00836355034185
355,488525613,0.125,0.45,0.6,0.0972222222222,0.102615173038,0.0428716852519
356,328145177,0.015,0.4,0.7,0.07,0.115295485693,0.010558490217
357,200048272,0.01,0.15,0.65,0.09,0.126236699083,0.0254901712044
358,119112245,0.08,0.35,0.05,0.005,0.0968078790577,0.0589423333442
359,143217021,0.08,0.05,0.35,0.045,0.0960404336253,0.0180384084421
360,66177353,0.045,0.0,0.75,0.045,0.116424226395,0.00626543322099
361,260037903,0.08,0.1,1.0,0.08,0.137371825343,0.00789322573124
362,466762451,0.015,0.0,0.7,0.045,0.114342296377,0.0102941544535
363,393792392,0.07,0.05,0.85,0.105,0.16256575848,0.00957628321142
364,148022818,0.06,0.05,0.2,0.005,0.105472273877,0.0340016288008
365,153324815,0.04,0.3,0.65,0.08,0.136907216495,0.00672113727001
366,338151653,0.04,0.05,1.0,0.09,0.224871727056,0.0119379484805
367,304261771,0.06,0.0,1.0,0.085,0.210389013227,0.011272070081
368,2275376744,0.025,0.05,0.65,0.06,0.0691921144182,0.0057793089479
369,103304208,0.0,0.1,0.9,0.055,0.152013800345,0.050377731727
370,362675330,0.075,0.35,0.85,0.1,0.138608083285,0.0965888760066
371,335080094,0.045,0.0,0.35,0.035,0.108735293233,0.00822088576406
372,6775342,0.02,0.3,0.8,0.095,0.111514438828,0.0138278749954
373,2725087704,0.055,0.0,0.75,0.075,0.157314001429,0.00804553855301
374,81437114,0.07,0.2,0.85,0.115,0.160337642873,0.00918454418091
375,400264347,0.085,0.0,0.45,0.055,0.136669078206,0.00443618466446
