,id,user_name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,label
7349,1601378383,B. A. A. Biz Op,BAABizOp,1563.0,252.0,1084.0,11.0,2.0,,en,Pacific Time (US & Canada),"Visalia, CA",False,False,False,http://pbs.twimg.com/profile_images/378800000147570480/012b3375ea30e5d12d9b234d82b665d0_normal.jpeg,True,https://pbs.twimg.com/profile_background_images/378800000026106774/69fc9c9d31c59486e9fc514143ef5a61.png,333333,https://pbs.twimg.com/profile_images/378800000147570480/012b3375ea30e5d12d9b234d82b665d0_normal.jpeg,FFFFFF,False,DDEEF6,http://pbs.twimg.com/profile_background_images/378800000026106774/69fc9c9d31c59486e9fc514143ef5a61.png,FFFFFF,D67500,-25200.0,False,False,False,False,False,"B. A. A. Biz Op helps sharp, motivated individuals embrace freedom, excitement and the personal fulfillment of owning your own business and helping others.",False,False,2013-07-17 16:39:41,fake
1816,3296587955,bruce,AdamPykhonin,695.0,15.0,636.0,641.0,3.0,http://t.co/Zbul9VIV2c,en,,"Syracuse, New York to Georgia",True,False,False,http://pbs.twimg.com/profile_images/633619587234332672/EapAKmm2_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/633619587234332672/EapAKmm2_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,"Marketing & sale of homes & condominiums in the Southwest Florida market for 30 years. Selling 1,000's of . Call  Me when you are Ready To SELL~",False,False,2015-05-24 14:12:14,fake
9749,500131283,Newark Soft Dev.Java,tmj_nwk_itjava,2.0,269.0,204.0,0.0,146.0,https://t.co/DByWt45HZj,en,Pacific Time (US & Canada),"Newark, NJ",False,False,True,http://pbs.twimg.com/profile_images/717900230105018369/jOOfMWpq_normal.jpg,True,https://pbs.twimg.com/profile_background_images/438139426/Twitter-BG_2_bg-image.jpg,333333,https://pbs.twimg.com/profile_images/717900230105018369/jOOfMWpq_normal.jpg,C0DEED,False,DDEEF6,http://pbs.twimg.com/profile_background_images/438139426/Twitter-BG_2_bg-image.jpg,253956,4A913C,-25200.0,False,False,False,False,False,"Follow this account for geo-targeted Software Dev. - Java & Open Source job tweets in Newark, NJ. Need help? Tweet us at @CareerArc!",False,False,2012-02-22 20:47:47,fake
6213,2360300083,CristinaReels,CristinaReels,113.0,105.0,715.0,1.0,2.0,http://t.co/VqvYyVZCR0,en,,,False,False,False,http://pbs.twimg.com/profile_images/473721885729886209/H3ksQdLQ_normal.jpeg,True,https://pbs.twimg.com/profile_background_images/473721904218402816/7FItw2x1.jpeg,333333,https://pbs.twimg.com/profile_images/473721885729886209/H3ksQdLQ_normal.jpeg,FFFFFF,True,DDEEF6,http://pbs.twimg.com/profile_background_images/473721904218402816/7FItw2x1.jpeg,C0DEED,0084B4,,False,False,False,False,False,"Proud Punjabi.Die Hard Fan Of SRK since the Age of 7. REAL MADRID, KINGS XI PUNJAB and INDIAN CRICKET TEAM FAN For Life. In Love With Deepika Padukone  ^_^",False,False,2014-02-25 01:32:17,fake
2286,3317346777,Camila,mila_mali3k1,30.0,22.0,699.0,22.0,0.0,,en,,"London, EC4Y 7AY",False,False,False,http://pbs.twimg.com/profile_images/614499066802778112/jdfULFFK_normal.jpg,True,https://abs.twimg.com/images/themes/theme4/bg.gif,3C3940,https://pbs.twimg.com/profile_images/614499066802778112/jdfULFFK_normal.jpg,5ED4DC,False,95E8EC,http://abs.twimg.com/images/themes/theme4/bg.gif,0099B9,0099B9,,False,False,False,False,False,DIRECTIONER :)   Live life for the moment because everything else  uncertain! I love ONE DIRECTION.,False,False,2015-06-10 14:14:38,fake
4824,2353817138,NoellaLauthern,NoellaLauthern,128.0,33.0,201.0,0.0,0.0,http://t.co/mCGiZseGME,en,,"Concepci+�n, Chile",False,False,False,http://pbs.twimg.com/profile_images/473674660517662720/CXmVr4nd_normal.jpeg,True,https://pbs.twimg.com/profile_background_images/473674675852046338/HqufKwWV.jpeg,333333,https://pbs.twimg.com/profile_images/473674660517662720/CXmVr4nd_normal.jpeg,FFFFFF,True,DDEEF6,http://pbs.twimg.com/profile_background_images/473674675852046338/HqufKwWV.jpeg,C0DEED,0084B4,,False,False,False,False,False,Music is LIFE & Family is everything [v-bar] Keep it #TRILL [v-bar] #ABN #YungNationNavy #BornSinner #Texas #RIP #2pac & #PimpC,False,False,2014-02-20 21:39:17,fake
8385,56157407,TweetRewards,TwitRewards494,1.0,48.0,365.0,0.0,0.0,http://t.co/x5iopnQa19,en,,Twitter,False,False,False,http://pbs.twimg.com/profile_images/310167393/eew_normal.jpg,True,https://pbs.twimg.com/profile_background_images/22865782/tweetr33.jpg,000000,https://pbs.twimg.com/profile_images/310167393/eew_normal.jpg,87BC44,False,E0FF92,http://pbs.twimg.com/profile_background_images/22865782/tweetr33.jpg,9AE4E8,0000FF,,False,False,False,False,False,Get your prize today. Thank you for being a member of Twitter.,False,False,2009-07-12 18:37:12,fake
2118,3260459371,"Charlene Placko,",1htiveuo,518.0,19.0,745.0,421.0,19.0,http://t.co/EWZbphTMD9,en,,Bronx new york / Miami florida,True,False,False,http://pbs.twimg.com/profile_images/632416973100613634/9mmO4Ql5_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/632416973100613634/9mmO4Ql5_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,"Real Estate Broker  Eugene, Oregon.  ABR,  GREEN, CDPE Realtor,  Mom of three, avid horse lover and adventurer.",False,False,2015-06-29 21:35:27,fake
8337,57094896,Tweet-Rewards,Rewards5597,1.0,60.0,367.0,0.0,1.0,http://t.co/1HkEWB9zq4,en,,Twitter,False,False,False,http://pbs.twimg.com/profile_images/315243982/twr44_normal.jpg,True,https://pbs.twimg.com/profile_background_images/23455544/tewtygv.jpg,000000,https://pbs.twimg.com/profile_images/315243982/twr44_normal.jpg,87BC44,False,E0FF92,http://pbs.twimg.com/profile_background_images/23455544/tewtygv.jpg,9AE4E8,0000FF,,False,False,False,False,False,Thanks for being a member of Twitter. Claim your prize.,False,False,2009-07-15 18:29:15,fake
7936,83111557,Hailey McDougall,jay1L53,8.0,69.0,494.0,0.0,0.0,,en,,,False,False,False,http://pbs.twimg.com/profile_images/602373726/528822_normal.jpg,True,https://abs.twimg.com/images/themes/theme7/bg.gif,333333,https://pbs.twimg.com/profile_images/602373726/528822_normal.jpg,DFDFDF,False,F3F3F3,http://abs.twimg.com/images/themes/theme7/bg.gif,EBEBEB,990000,,False,False,False,False,False,,False,False,2009-10-17 11:23:49,fake
7068,331806614,Marty Balin,martybalin1,24518.0,706.0,457.0,1.0,5.0,,en,Central Time (US & Canada),,False,False,False,http://pbs.twimg.com/profile_images/1472973631/1191115_swirl_scores_normal.jpg,True,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/1472973631/1191115_swirl_scores_normal.jpg,EEEEEE,True,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,009999,-18000.0,False,False,False,False,False,"http://t.co/fI1ANsYiPq features all of your favorite music from the 50s, 60s, and 70s.",False,False,2011-07-08 19:01:19,fake
1310,3254656680,JBSportsStation,BJSportsStation,47.0,43.0,1033.0,17.0,0.0,https://t.co/L0qGaSaSXZ,en,,"Portland, Oregon",False,False,False,http://pbs.twimg.com/profile_images/631843295161909248/_MNvBf1P_normal.jpg,True,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/631843295161909248/_MNvBf1P_normal.jpg,829D5E,False,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,,False,False,False,False,False,"Sports Youtuber;
 Head-to-Head / Team Play  Only",False,False,2015-06-24 14:56:48,fake
7333,1169254332,Wendy Ravenstock,WendyRavenstock,20368.0,449.0,1084.0,0.0,2.0,,en,,,True,False,False,http://pbs.twimg.com/profile_images/3239531874/265f74a699c9b59f7b0c8cc36fdd068f_normal.jpeg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/3239531874/265f74a699c9b59f7b0c8cc36fdd068f_normal.jpeg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,Training administrator and dog lover :),False,False,2013-02-11 15:49:59,fake
802,3348664113,Casita,casitabuildesr,1101.0,32.0,1095.0,953.0,1.0,http://t.co/wdsclyxme2,en,,"Crossville, Tennessee",False,False,False,http://pbs.twimg.com/profile_images/630526407290912768/vRGpCamq_normal.jpg,True,https://abs.twimg.com/images/themes/theme18/bg.gif,333333,https://pbs.twimg.com/profile_images/630526407290912768/vRGpCamq_normal.jpg,EEEEEE,False,F6F6F6,http://abs.twimg.com/images/themes/theme18/bg.gif,ACDED6,038543,,False,False,False,False,False,Custom Home Builder and Multi Family  Developer  the Phoenix area.,False,False,2015-06-28 08:43:27,fake
8776,22779528,TMJ-ORF Labor Jobs,tmj_orf_labor,3.0,301.0,290.0,0.0,5.0,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Norfolk area, VA",False,False,True,http://pbs.twimg.com/profile_images/677146878765457408/yce8Dwvv_normal.jpg,True,https://pbs.twimg.com/profile_background_images/315537269/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/677146878765457408/yce8Dwvv_normal.jpg,000000,False,407DB0,http://pbs.twimg.com/profile_background_images/315537269/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,False,False,False,False,False,"Follow this account for geo-targeted General Labor job tweets in Norfolk area, VA. Need help? Tweet us at @CareerArc!",False,False,2009-03-04 14:34:39,fake
9429,71825498,TMJ-HOU CstSrv Jobs,tmj_hou_cstsrv,205.0,413.0,286.0,0.0,81.0,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Houston, TX",False,False,True,http://pbs.twimg.com/profile_images/668892568218787840/F4YU2hZw_normal.jpg,True,https://pbs.twimg.com/profile_background_images/315424686/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/668892568218787840/F4YU2hZw_normal.jpg,000000,False,407DB0,http://pbs.twimg.com/profile_background_images/315424686/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,False,False,False,False,False,"Follow this account for geo-targeted Customer Service job tweets in Houston, TX. Need help? Tweet us at @CareerArc!",False,False,2009-09-05 15:32:08,fake
398,3291646397,Chris,akpdesignstudoi,1082.0,59.0,1066.0,958.0,7.0,http://t.co/1WSEwpEMje,en,,Georgia,False,False,False,http://pbs.twimg.com/profile_images/633215959415676928/j7jC12FV_normal.jpg,True,https://abs.twimg.com/images/themes/theme18/bg.gif,333333,https://pbs.twimg.com/profile_images/633215959415676928/j7jC12FV_normal.jpg,EEEEEE,False,F6F6F6,http://abs.twimg.com/images/themes/theme18/bg.gif,ACDED6,038543,,False,False,False,False,False,"I'm a dedicated digital  and developer inspiring creative design on the web, mobile  devices and beyond.",False,False,2015-05-20 17:37:10,fake
7216,531152224,Karleen Traphagen,Traphagendig,23216.0,700.0,1306.0,0.0,2.0,,en,Eastern Time (US & Canada),,True,False,False,http://pbs.twimg.com/profile_images/1914089814/6297288551149338_girl_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1914089814/6297288551149338_girl_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,-14400.0,False,False,False,False,False,"Love the web, social media, blogging and some light programming!",False,False,2012-03-20 11:45:37,fake
2117,1649442072,Dustin,coope5r618,415.0,14.0,505.0,385.0,9.0,,en,,New Mexico,False,False,False,http://pbs.twimg.com/profile_images/716788900157595648/lz0qhTT5_normal.jpg,True,https://abs.twimg.com/images/themes/theme7/bg.gif,333333,https://pbs.twimg.com/profile_images/716788900157595648/lz0qhTT5_normal.jpg,DFDFDF,False,F3F3F3,http://abs.twimg.com/images/themes/theme7/bg.gif,EBEBEB,990000,,False,False,False,False,False,",  Systems, Jazz, Electronics, Dad",False,False,2013-08-06 04:40:17,fake
4912,2359741370,RenataFlocco,RenataFlocco,102.0,43.0,171.0,0.0,0.0,http://t.co/j7O2IQGIbU,en,,,False,False,False,http://pbs.twimg.com/profile_images/473743261580787712/5nG2kREh_normal.jpeg,True,https://pbs.twimg.com/profile_background_images/473743300441030657/Wi9rJ-YJ.jpeg,333333,https://pbs.twimg.com/profile_images/473743261580787712/5nG2kREh_normal.jpeg,FFFFFF,True,DDEEF6,http://pbs.twimg.com/profile_background_images/473743300441030657/Wi9rJ-YJ.jpeg,C0DEED,0084B4,,False,False,False,False,False,"Music, Food, and Boobs.",False,False,2014-02-24 16:28:35,fake
997,3374558337,Magic City Leds.,MagicCityseLd,2363.0,59.0,979.0,2120.0,55.0,https://t.co/Ig908CW7iG,en,,"Massachusetts, United States",False,False,False,http://pbs.twimg.com/profile_images/669156028060078081/rdvCgGLl_normal.jpg,True,https://abs.twimg.com/images/themes/theme8/bg.gif,333333,https://pbs.twimg.com/profile_images/669156028060078081/rdvCgGLl_normal.jpg,D9B17E,False,EADEAA,http://abs.twimg.com/images/themes/theme8/bg.gif,8B542B,9D582E,,False,False,False,False,False,Our  is dedicated to provide the latest in automotive lighting. We are suppliers of LED  HID and more.,False,False,2015-07-13 20:46:10,fake
9625,99520206,TMJ-ORL IT Adm. Jobs,tmj_ORL_adm,16.0,302.0,279.0,0.0,29.0,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Orlando, FL",False,False,True,http://pbs.twimg.com/profile_images/699529239184297984/6tAaky6V_normal.jpg,True,https://pbs.twimg.com/profile_background_images/315408701/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/699529239184297984/6tAaky6V_normal.jpg,000000,False,407DB0,http://pbs.twimg.com/profile_background_images/315408701/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,False,False,False,False,False,"Follow this account for geo-targeted IT-Support/Administration job tweets in Orlando, FL. Need help? Tweet us at @CareerArc!",False,False,2009-12-26 15:10:59,fake
7689,67243343,Jessica,Jessica116d,1.0,95.0,530.0,0.0,0.0,http://t.co/8HK6pSjXMP,en,Alaska,,True,True,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,-28800.0,False,False,False,False,False,,False,False,2009-08-20 06:00:57,fake
6923,101882667,CO Women's College,DUWomensCollege,3103.0,1328.0,1957.0,3.0,54.0,http://t.co/9YuaozBPA5,en,Mountain Time (US & Canada),,False,False,False,http://pbs.twimg.com/profile_images/3371574527/a12c405251153e5c3df43f98dd3bb396_normal.jpeg,True,https://pbs.twimg.com/profile_background_images/814853876/704599f55019e9bc3ad8c883131e4303.png,850236,https://pbs.twimg.com/profile_images/3371574527/a12c405251153e5c3df43f98dd3bb396_normal.jpeg,FFFFFF,False,C7C5C7,http://pbs.twimg.com/profile_background_images/814853876/704599f55019e9bc3ad8c883131e4303.png,EBF2F5,CCA67D,-21600.0,False,False,False,False,False,University of Denver - Colorado Women's College,False,False,2010-01-04 22:41:28,fake
8761,22727886,TMJ-ORF Manuf Jobs,tmj_orf_manuf,12.0,226.0,201.0,0.0,28.0,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Norfolk area, VA",False,False,True,http://pbs.twimg.com/profile_images/676769207665602560/YmBymg4Y_normal.jpg,True,https://pbs.twimg.com/profile_background_images/315539395/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/676769207665602560/YmBymg4Y_normal.jpg,000000,False,407DB0,http://pbs.twimg.com/profile_background_images/315539395/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,False,False,False,False,False,"Follow this account for geo-targeted Manufacturing job tweets in Norfolk area, VA. Need help? Tweet us at @CareerArc!",False,False,2009-03-04 03:36:50,fake
8542,3231793260,Dannielle Grant,Dannielle_Grant,97799.0,59.0,51.0,7.0,13.0,http://t.co/lGxZ0Tq4gs,en,Pacific Time (US & Canada),United States,False,False,False,http://pbs.twimg.com/profile_images/611132487578861568/15kc2Z2E_normal.jpg,True,https://pbs.twimg.com/profile_background_images/608376432658644995/99Gm--yr.jpg,000000,https://pbs.twimg.com/profile_images/611132487578861568/15kc2Z2E_normal.jpg,000000,True,000000,http://pbs.twimg.com/profile_background_images/608376432658644995/99Gm--yr.jpg,0000FF,0000FF,-25200.0,False,False,False,False,False,Get Hired !! Tweeting the Best Transport Jobs. Access to the best truck driving jobs currently on the market.,False,False,2015-05-31 16:59:07,fake
2089,3350852949,George,afithproducesr,510.0,58.0,846.0,383.0,5.0,http://t.co/Va2bB8Tekw,en,,Pennsylvania,False,False,False,http://pbs.twimg.com/profile_images/634853996667142144/Qu1ZFta7_normal.jpg,True,https://abs.twimg.com/images/themes/theme12/bg.gif,0C3E53,https://pbs.twimg.com/profile_images/634853996667142144/Qu1ZFta7_normal.jpg,F2E195,False,FFF7CC,http://abs.twimg.com/images/themes/theme12/bg.gif,BADFCD,FF0000,,False,False,False,False,False,"Pastor,Teacher,Prophetic Apostle to the nations. 6 decades of serving the Kingdom, building men and women   His service.",False,False,2015-06-29 16:26:29,fake
7338,1257202958,Mandy Palenki,MandyPalenki,19698.0,434.0,1723.0,17.0,0.0,,en,,,True,False,False,http://pbs.twimg.com/profile_images/3362428315/6c45ba7db0d0775c8ed9bc6c3fd0dcee_normal.jpeg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/3362428315/6c45ba7db0d0775c8ed9bc6c3fd0dcee_normal.jpeg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,Fashonista :)  I love fashion!,False,False,2013-03-10 14:49:55,fake
6956,194770829,Full Of Love Sites,fulloflovesites,19444.0,572.0,1564.0,1.0,0.0,http://t.co/5VOBgkXOVL,en,,,True,False,False,http://pbs.twimg.com/profile_images/2163873161/profile_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/2163873161/profile_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,We love the web! Check out http://t.co/5VOBgkXOVL,False,False,2010-09-24 23:28:51,fake
7823,72798519,Lauren,Lauren4h8e,1.0,100.0,375.0,0.0,0.0,http://wowurl.com/13qu,en,Alaska,,True,False,False,http://pbs.twimg.com/profile_images/406423671/zme__1141__normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/406423671/zme__1141__normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,-28800.0,False,False,False,False,False,,False,False,2009-09-09 07:55:47,fake
7582,60712050,giovana cassimiro,joohcassimiro,126.0,176.0,823.0,3.0,1.0,,en,,,False,False,False,http://pbs.twimg.com/profile_images/644636904/OgAAAHtCUcWVOJPF_Xx-ENWaHKg0-XQpK5nd9syXuCbh4ECWgDz66fzcuLO6nLl_9Xr-XZ-0HnW2-UwZxKHTJMIcxbwAm1T1UAr-WoExULXXHFe4y1j1svC4dxln_normal.jpg,True,https://pbs.twimg.com/profile_background_images/68426990/page.jpg,05BCFF,https://pbs.twimg.com/profile_images/644636904/OgAAAHtCUcWVOJPF_Xx-ENWaHKg0-XQpK5nd9syXuCbh4ECWgDz66fzcuLO6nLl_9Xr-XZ-0HnW2-UwZxKHTJMIcxbwAm1T1UAr-WoExULXXHFe4y1j1svC4dxln_normal.jpg,08A9FF,True,0FFFF3,http://pbs.twimg.com/profile_background_images/68426990/page.jpg,089CFF,0F67FF,,False,False,False,False,False,,False,False,2009-07-27 21:13:39,fake
